trial_id,scenario_id,paired,experiment,master_seed,facility,profile,portfolio,entry_point,entry_node,n_nodes,n_edges,segmentation,patch_coverage,realized_patch_fraction,detection_delay,isolation_success,backup_strategy,identity_controls,rapid_isolation,horizon_steps,step_minutes,total_compromised,ever_compromised_fraction,pct_compromised,peak_compromised,zones_reached,lateral_movements,containment_step,backup_compromised,identity_compromised,ehr_downtime_steps,laboratory_downtime_steps,pharmacy_downtime_steps,imaging_downtime_steps,scheduling_downtime_steps,identity_downtime_steps,backup_recovery_downtime_steps,services_disrupted_count,total_service_downtime_steps,weighted_service_hours_lost,time_averaged_weighted_clinical_unavailability,pct_clinical_capacity_lost,catastrophic,defensive_isolation_node_steps,recovery_step,recovered_within_horizon,ehr_available_final,laboratory_available_final,pharmacy_available_final,imaging_available_final,scheduling_available_final,identity_available_final,backup_recovery_available_final,final_service_availability_fraction,disrupted_service_recovery_fraction,pct_services_restored,unrecoverable_nodes,backups_available,steps_simulated
910000201,91000100,1,fine_step_primary,5701001,scale_2,intermediate_posture,seg_detect_backup,workstation,28,232,1169,basic,0.5,0.4224,18,0.6316,isolated,0,1,864,5,2,0.008620689655,0.008620689655,2,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,1,1,1,1,1,1,1,1,1,1,1,0,1,88
910000202,91000101,1,fine_step_primary,5701002,scale_2,intermediate_posture,baseline_flat,internet_facing,226,229,1813,flat,0.5,0.4541,36,0.3306,connected,0,0,864,5,206,0.8995633188,0.8995633188,206,10,215,491,1,1,550,614,627,664,796,550,627,7,4428,271.6583333,0.7047589869,0.7047589869,1,742,799,1,1,1,1,1,1,1,1,1,1,1,63,0,864
910000203,91000101,1,fine_step_primary,5701002,scale_2,intermediate_posture,seg_detect_backup,internet_facing,226,229,1181,basic,0.5,0.4541,18,0.6316,isolated,0,1,864,5,110,0.480349345,0.480349345,110,9,110,301,0,1,270,240,253,268,285,240,24,7,1580,101.8083333,0.2986451525,0.2986451525,1,1560,477,1,1,1,1,1,1,1,1,1,1,1,0,1,563
910000204,91000102,1,fine_step_primary,5701003,scale_2,intermediate_posture,baseline_flat,privileged_system,20,300,2429,flat,0.5,0.43,36,0.3306,connected,0,0,864,5,281,0.9366666667,0.9366666667,281,10,286,359,1,1,440,478,446,532,658,416,509,7,3479,211.6,0.5433687364,0.5433687364,1,1340,788,1,1,1,1,1,1,1,1,1,1,1,88,0,864
910000205,91000102,1,fine_step_primary,5701003,scale_2,intermediate_posture,seg_detect_backup,privileged_system,20,300,1582,basic,0.5,0.43,18,0.6316,isolated,0,1,864,5,1,0.003333333333,0.003333333333,1,1,0,24,0,0,48,24,24,24,24,24,0,6,168,11.4,0.03594771242,0.03594771242,0,3997,788,1,1,1,1,1,1,1,1,1,1,1,0,1,864
910000206,91000103,1,fine_step_primary,5701004,scale_2,intermediate_posture,baseline_flat,medical_device,213,286,2221,flat,0.5,0.4266,36,0.3306,connected,0,0,864,5,259,0.9055944056,0.9055944056,259,10,262,340,1,1,384,451,417,476,590,361,418,7,3097,188.75,0.4947235839,0.4947235839,1,1508,665,1,1,1,1,1,1,1,0,0.8571428571,0.8571428571,0.8571428571,80,0,864
910000207,91000103,1,fine_step_primary,5701004,scale_2,intermediate_posture,seg_detect_backup,medical_device,213,286,1485,basic,0.5,0.4266,18,0.6316,isolated,0,1,864,5,1,0.003496503497,0.003496503497,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,8
910000208,91000104,1,fine_step_primary,5701005,scale_2,intermediate_posture,baseline_flat,vendor_connection,298,299,2370,flat,0.5,0.4783,36,0.3306,connected,0,0,864,5,267,0.8929765886,0.8929765886,267,10,274,303,1,1,371,423,393,477,589,371,446,7,3070,186.175,0.4755582789,0.4755582789,1,1859,493,1,1,1,1,1,1,1,1,1,1,1,86,0,864
910000209,91000104,1,fine_step_primary,5701005,scale_2,intermediate_posture,seg_detect_backup,vendor_connection,298,299,1553,basic,0.5,0.4783,18,0.6316,isolated,0,1,864,5,136,0.4548494983,0.4548494983,136,9,136,301,0,1,265,252,252,284,285,252,24,7,1614,103.95,0.3037173203,0.3037173203,1,3803,458,1,1,1,1,1,1,1,1,1,1,1,0,1,864
910000210,91000105,1,fine_step_primary,5701001,scale_2,intermediate_posture,baseline_flat,workstation,23,250,1958,flat,0.5,0.448,36,0.3306,connected,0,0,864,5,226,0.904,0.904,226,10,230,440,1,1,468,523,492,574,708,468,542,7,3775,230.05,0.5892565359,0.5892565359,1,1175,616,1,1,1,1,1,1,1,1,1,1,1,66,0,864
910000211,91000105,1,fine_step_primary,5701001,scale_2,intermediate_posture,seg_detect_backup,workstation,23,250,1285,basic,0.5,0.448,18,0.6316,isolated,0,1,864,5,1,0.004,0.004,1,1,0,16,0,0,0,0,24,0,0,0,0,1,24,1.8,0.007352941176,0.007352941176,0,696,148,1,1,1,1,1,1,1,1,1,1,1,0,1,159
910000212,91000106,1,fine_step_primary,5701002,scale_2,intermediate_posture,baseline_flat,internet_facing,215,220,1757,flat,0.5,0.4318,36,0.3306,connected,0,0,864,5,202,0.9181818182,0.9181818182,202,10,206,322,1,1,391,445,418,525,618,391,473,7,3261,197.8,0.5074550654,0.5074550654,1,1041,754,1,1,1,1,1,1,1,0,0.8571428571,0.8571428571,0.8571428571,64,0,864
910000213,91000106,1,fine_step_primary,5701002,scale_2,intermediate_posture,seg_detect_backup,internet_facing,215,220,1145,basic,0.5,0.4318,18,0.6316,isolated,0,1,864,5,1,0.004545454545,0.004545454545,1,1,0,12,0,0,24,48,48,24,24,24,0,6,192,12.8,0.04166666667,0.04166666667,0,1656,398,1,1,1,1,1,1,1,1,1,1,1,0,1,494
910000214,91000107,1,fine_step_primary,5701003,scale_2,intermediate_posture,baseline_flat,privileged_system,184,201,1588,flat,0.5,0.5174,36,0.3306,connected,0,0,864,5,184,0.9154228856,0.9154228856,184,10,188,310,1,1,384,441,408,492,608,384,465,7,3182,193.0166667,0.4930555556,0.4930555556,1,869,498,1,1,1,1,1,1,1,1,1,1,1,57,0,864
910000215,91000107,1,fine_step_primary,5701003,scale_2,intermediate_posture,seg_detect_backup,privileged_system,184,201,1033,basic,0.5,0.5174,18,0.6316,isolated,0,1,864,5,3,0.01492537313,0.01492537313,3,1,2,25,0,1,25,25,25,25,25,25,24,7,174,10.99166667,0.02893518519,0.02893518519,1,600,31,1,1,1,1,1,1,1,1,1,1,1,0,1,223
910000216,91000108,1,fine_step_primary,5701004,scale_2,intermediate_posture,baseline_flat,medical_device,177,226,1748,flat,0.5,0.4602,36,0.3306,connected,0,0,864,5,203,0.8982300885,0.8982300885,203,10,210,345,1,1,411,486,432,531,625,409,457,7,3351,204.3833333,0.5311478758,0.5311478758,1,1518,577,1,1,1,1,1,1,1,1,1,1,1,61,0,864
910000217,91000108,1,fine_step_primary,5701004,scale_2,intermediate_posture,seg_detect_backup,medical_device,177,226,1149,basic,0.5,0.4602,18,0.6316,isolated,0,1,864,5,50,0.2212389381,0.2212389381,50,6,49,324,0,1,173,213,173,197,221,173,24,7,1174,74.625,0.2168436819,0.2168436819,1,2064,577,1,1,1,1,1,1,1,1,1,1,1,0,1,613
910000218,91000109,1,fine_step_primary,5701005,scale_2,intermediate_posture,baseline_flat,vendor_connection,200,201,1559,flat,0.5,0.4826,36,0.3306,connected,0,0,864,5,186,0.9253731343,0.9253731343,186,10,187,377,1,1,436,495,463,548,660,436,537,7,3575,217.575,0.5556576797,0.5556576797,1,747,565,1,1,1,1,1,1,1,1,1,1,1,56,0,864
910000219,91000109,1,fine_step_primary,5701005,scale_2,intermediate_posture,seg_detect_backup,vendor_connection,200,201,1029,basic,0.5,0.4826,18,0.6316,isolated,0,1,864,5,42,0.2089552239,0.2089552239,42,8,42,189,0,1,152,81,103,81,171,81,24,7,693,43.49166667,0.1246595861,0.1246595861,1,792,280,1,1,1,1,1,1,1,1,1,1,1,0,1,295
910000220,91000110,1,fine_step_primary,5701001,scale_2,intermediate_posture,baseline_flat,workstation,10,262,2097,flat,0.5,0.4466,36,0.3306,connected,0,0,864,5,240,0.9160305344,0.9160305344,240,10,246,428,1,1,504,583,537,614,747,504,574,7,4063,248.3583333,0.6411696623,0.6411696623,1,1082,844,1,1,1,1,1,1,1,1,1,1,1,74,0,864
910000221,91000110,1,fine_step_primary,5701001,scale_2,intermediate_posture,seg_detect_backup,workstation,10,262,1377,basic,0.5,0.4466,18,0.6316,isolated,0,1,864,5,1,0.003816793893,0.003816793893,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,1,1,1,1,1,1,1,1,1,1,1,0,1,61
910000222,91000111,1,fine_step_primary,5701002,scale_2,intermediate_posture,baseline_flat,internet_facing,252,259,2036,flat,0.5,0.4517,36,0.3306,connected,0,0,864,5,239,0.9227799228,0.9227799228,239,10,244,404,1,1,481,515,506,590,684,457,541,7,3774,230.9083333,0.5996051198,0.5996051198,1,1014,703,1,1,1,1,1,1,1,1,1,1,1,74,0,864
910000223,91000111,1,fine_step_primary,5701002,scale_2,intermediate_posture,seg_detect_backup,internet_facing,252,259,1347,basic,0.5,0.4517,18,0.6316,isolated,0,1,864,5,1,0.003861003861,0.003861003861,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,0,1,1,1,1,1,1,1,1,1,1,1,0,1,265
910000224,91000112,1,fine_step_primary,5701003,scale_2,intermediate_posture,baseline_flat,privileged_system,3,217,1672,flat,0.5,0.4654,36,0.3306,connected,0,0,864,5,200,0.9216589862,0.9216589862,200,10,204,300,1,1,384,415,400,441,542,360,415,7,2957,181.2083333,0.4713711874,0.4713711874,1,1395,846,1,1,1,1,1,1,1,1,1,1,1,60,0,864
910000225,91000112,1,fine_step_primary,5701003,scale_2,intermediate_posture,seg_detect_backup,privileged_system,3,217,1093,basic,0.5,0.4654,18,0.6316,isolated,0,1,864,5,79,0.3640552995,0.3640552995,79,9,78,229,0,1,199,199,178,240,175,175,24,7,1190,77.35833333,0.2336601307,0.2336601307,1,3099,846,1,1,1,1,1,1,1,1,1,1,1,0,1,864
910000226,91000113,1,fine_step_primary,5701004,scale_2,intermediate_posture,baseline_flat,medical_device,145,216,1688,flat,0.5,0.463,36,0.3306,connected,0,0,864,5,1,0.00462962963,0.00462962963,1,1,0,15,0,0,0,0,24,0,0,0,0,1,24,1.8,0.007352941176,0.007352941176,0,1008,102,1,1,1,1,1,1,1,1,1,1,1,0,1,309
910000227,91000113,1,fine_step_primary,5701004,scale_2,intermediate_posture,seg_detect_backup,medical_device,145,216,1106,basic,0.5,0.463,18,0.6316,isolated,0,1,864,5,1,0.00462962963,0.00462962963,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,9
910000228,91000114,1,fine_step_primary,5701005,scale_2,intermediate_posture,baseline_flat,vendor_connection,268,269,2083,flat,0.5,0.4312,36,0.3306,connected,0,0,864,5,247,0.9182156134,0.9182156134,247,10,254,353,1,1,414,487,443,516,637,414,510,7,3421,208.075,0.5322372004,0.5322372004,1,1265,835,1,1,1,1,1,1,1,1,1,1,1,72,0,864
910000229,91000114,1,fine_step_primary,5701005,scale_2,intermediate_posture,seg_detect_backup,vendor_connection,268,269,1369,basic,0.5,0.4312,18,0.6316,isolated,0,1,864,5,144,0.5353159851,0.5353159851,144,9,144,272,0,1,253,284,253,291,301,253,24,7,1659,106.175,0.3103213508,0.3103213508,1,2722,835,1,1,1,1,1,1,1,1,1,1,1,0,1,864
910000230,91000115,1,fine_step_primary,5701001,scale_2,intermediate_posture,baseline_flat,workstation,20,235,1852,flat,0.5,0.4638,36,0.3306,connected,0,0,864,5,1,0.004255319149,0.004255319149,1,1,0,5,0,0,0,0,0,0,0,0,24,1,24,1.2,0,0,0,2064,0,1,1,1,1,1,1,1,1,1,1,1,0,1,543
910000231,91000115,1,fine_step_primary,5701001,scale_2,intermediate_posture,seg_detect_backup,workstation,20,235,1220,basic,0.5,0.4638,18,0.6316,isolated,0,1,864,5,1,0.004255319149,0.004255319149,1,1,0,3,0,0,0,0,0,0,0,0,24,1,24,1.2,0,0,0,2064,0,1,1,1,1,1,1,1,1,1,1,1,0,1,543
910000232,91000116,1,fine_step_primary,5701002,scale_2,intermediate_posture,baseline_flat,internet_facing,228,236,1834,flat,0.5,0.4661,36,0.3306,connected,0,0,864,5,199,0.843220339,0.843220339,199,10,208,346,1,1,383,431,408,482,629,378,442,7,3153,190.7833333,0.4876089325,0.4876089325,1,1025,519,1,1,1,1,1,1,1,1,1,1,1,61,0,864
910000233,91000116,1,fine_step_primary,5701002,scale_2,intermediate_posture,seg_detect_backup,internet_facing,228,236,1204,basic,0.5,0.4661,18,0.6316,isolated,0,1,864,5,1,0.004237288136,0.004237288136,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,1,1,1,1,1,1,1,1,1,1,0,1,31
910000234,91000117,1,fine_step_primary,5701003,scale_2,intermediate_posture,baseline_flat,privileged_system,267,300,2415,flat,0.5,0.45,36,0.3306,connected,0,0,864,5,269,0.8966666667,0.8966666667,269,10,276,482,1,1,569,599,595,647,777,545,622,7,4354,267.5916667,0.693287037,0.693287037,1,731,727,1,1,1,1,1,1,1,1,1,1,1,81,0,864
910000235,91000117,1,fine_step_primary,5701003,scale_2,intermediate_posture,seg_detect_backup,privileged_system,267,300,1583,basic,0.5,0.45,18,0.6316,isolated,0,1,864,5,4,0.01333333333,0.01333333333,4,1,3,49,0,1,84,12,60,36,36,12,0,6,240,16.5,0.05882352941,0.05882352941,0,3944,727,1,1,1,1,1,1,1,1,1,1,1,0,1,864
910000236,91000118,1,fine_step_primary,5701004,scale_2,intermediate_posture,baseline_flat,medical_device,201,296,2371,flat,0.5,0.4459,36,0.3306,connected,0,0,864,5,262,0.8851351351,0.8851351351,262,10,269,279,1,1,346,394,347,458,553,321,463,7,2882,173.5,0.4405296841,0.4405296841,1,1847,778,1,1,1,1,1,1,1,1,1,1,1,87,0,864
910000237,91000118,1,fine_step_primary,5701004,scale_2,intermediate_posture,seg_detect_backup,medical_device,201,296,1552,basic,0.5,0.4459,18,0.6316,isolated,0,1,864,5,47,0.1587837838,0.1587837838,47,5,46,224,0,0,89,24,24,168,126,24,48,7,503,29.01666667,0.08421840959,0.08421840959,1,4199,778,1,1,1,1,1,1,1,1,1,1,1,0,1,864
910000238,91000119,1,fine_step_primary,5701005,scale_2,intermediate_posture,baseline_flat,vendor_connection,230,231,1848,flat,0.5,0.4199,36,0.3306,connected,0,0,864,5,220,0.9523809524,0.9523809524,220,10,226,376,1,1,431,488,464,539,674,427,541,7,3564,216.2333333,0.5502110566,0.5502110566,1,880,574,1,1,1,1,1,1,1,1,1,1,1,68,0,864
910000239,91000119,1,fine_step_primary,5701005,scale_2,intermediate_posture,seg_detect_backup,vendor_connection,230,231,1203,basic,0.5,0.4199,18,0.6316,isolated,0,1,864,5,150,0.6493506494,0.6493506494,150,9,151,239,0,1,233,222,228,205,241,186,0,6,1315,85.25833333,0.2584763072,0.2584763072,1,480,326,1,1,1,1,1,1,1,1,1,1,1,0,1,376
910000240,91000120,1,fine_step_primary,5701001,scale_2,intermediate_posture,baseline_flat,workstation,64,298,2364,flat,0.5,0.4631,36,0.3306,connected,0,0,864,5,275,0.9228187919,0.9228187919,275,10,282,370,1,1,402,457,425,512,630,390,485,7,3301,200.2083333,0.5135144336,0.5135144336,1,1315,565,1,1,1,1,1,1,1,1,1,1,1,88,0,864
910000241,91000120,1,fine_step_primary,5701001,scale_2,intermediate_posture,seg_detect_backup,workstation,64,298,1557,basic,0.5,0.4631,18,0.6316,isolated,0,1,864,5,2,0.006711409396,0.006711409396,2,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,1,1,1,1,1,1,1,1,1,1,1,0,1,257
910000242,91000121,1,fine_step_primary,5701002,scale_2,intermediate_posture,baseline_flat,internet_facing,204,212,1695,flat,0.5,0.4528,36,0.3306,connected,0,0,864,5,191,0.9009433962,0.9009433962,191,10,198,380,1,1,451,495,467,545,679,443,520,7,3600,219.2583333,0.5612745098,0.5612745098,1,869,561,1,1,1,1,1,1,1,1,1,1,1,58,0,864
910000243,91000121,1,fine_step_primary,5701002,scale_2,intermediate_posture,seg_detect_backup,internet_facing,204,212,1106,basic,0.5,0.4528,18,0.6316,isolated,0,1,864,5,1,0.004716981132,0.004716981132,1,1,0,2,0,0,0,0,0,0,0,0,24,1,24,1.2,0,0,0,552,0,1,1,1,1,1,1,1,1,1,1,1,0,1,188
910000244,91000122,1,fine_step_primary,5701003,scale_2,intermediate_posture,baseline_flat,privileged_system,219,260,1969,flat,0.5,0.5,36,0.3306,connected,0,0,864,5,226,0.8692307692,0.8692307692,226,10,231,390,1,1,479,503,480,554,672,455,529,7,3672,224.7416667,0.5791122004,0.5791122004,1,1176,792,1,1,1,1,1,1,1,1,1,1,1,72,0,864
910000245,91000122,1,fine_step_primary,5701003,scale_2,intermediate_posture,seg_detect_backup,privileged_system,219,260,1315,basic,0.5,0.5,18,0.6316,isolated,0,1,864,5,1,0.003846153846,0.003846153846,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,0,1,1,1,1,1,1,1,1,1,1,1,0,1,228
910000246,91000123,1,fine_step_primary,5701004,scale_2,intermediate_posture,baseline_flat,medical_device,184,231,1790,flat,0.5,0.4978,36,0.3306,connected,0,0,864,5,211,0.9134199134,0.9134199134,211,10,215,317,1,1,352,405,374,459,581,349,430,7,2950,178.2,0.454078159,0.454078159,1,1270,499,1,1,1,1,1,1,1,1,1,1,1,63,0,864
910000247,91000123,1,fine_step_primary,5701004,scale_2,intermediate_posture,seg_detect_backup,medical_device,184,231,1175,basic,0.5,0.4978,18,0.6316,isolated,0,1,864,5,7,0.0303030303,0.0303030303,7,2,6,95,0,0,24,0,0,24,24,0,0,3,72,4.2,0.01388888889,0.01388888889,0,1824,184,1,1,1,1,1,1,1,1,1,1,1,0,1,471
910000248,91000124,1,fine_step_primary,5701005,scale_2,intermediate_posture,baseline_flat,vendor_connection,225,226,1807,flat,0.5,0.4425,36,0.3306,connected,0,0,864,5,204,0.9026548673,0.9026548673,204,10,208,306,1,1,399,431,401,512,600,375,462,7,3180,193.15,0.4980596405,0.4980596405,1,1237,720,1,1,1,1,1,1,1,1,1,1,1,66,0,864
910000249,91000124,1,fine_step_primary,5701005,scale_2,intermediate_posture,seg_detect_backup,vendor_connection,225,226,1174,basic,0.5,0.4425,18,0.6316,isolated,0,1,864,5,3,0.01327433628,0.01327433628,3,2,2,28,0,0,0,0,0,0,24,0,0,1,24,0.8,0,0,0,264,0,1,1,1,1,1,1,1,1,1,1,1,0,1,78
910000250,91000125,1,fine_step_primary,5701001,scale_2,intermediate_posture,baseline_flat,workstation,61,228,1822,flat,0.5,0.4342,36,0.3306,connected,0,0,864,5,206,0.9035087719,0.9035087719,206,10,216,336,1,1,404,478,428,510,631,404,484,7,3339,202.9166667,0.5203567538,0.5203567538,1,1123,592,1,1,1,1,1,1,1,1,1,1,1,65,0,864
910000251,91000125,1,fine_step_primary,5701001,scale_2,intermediate_posture,seg_detect_backup,workstation,61,228,1177,basic,0.5,0.4342,18,0.6316,isolated,0,1,864,5,8,0.0350877193,0.0350877193,8,1,7,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,1,1,1,1,1,1,1,1,1,1,1,0,1,198
910000252,91000126,1,fine_step_primary,5701002,scale_2,intermediate_posture,baseline_flat,internet_facing,271,274,2127,flat,0.5,0.5292,36,0.3306,connected,0,0,864,5,250,0.9124087591,0.9124087591,250,10,256,379,1,1,408,467,431,536,652,405,487,7,3386,205.1833333,0.5258374183,0.5258374183,1,1331,564,1,1,1,1,1,1,1,1,1,1,1,75,0,864
910000253,91000126,1,fine_step_primary,5701002,scale_2,intermediate_posture,seg_detect_backup,internet_facing,271,274,1406,basic,0.5,0.5292,18,0.6316,isolated,0,1,864,5,1,0.003649635036,0.003649635036,1,1,0,12,0,0,0,24,0,0,0,0,0,1,24,1.6,0.006535947712,0.006535947712,0,1272,183,1,1,1,1,1,1,1,1,1,1,1,0,1,290
910000254,91000127,1,fine_step_primary,5701003,scale_2,intermediate_posture,baseline_flat,privileged_system,194,211,1636,flat,0.5,0.4028,36,0.3306,connected,0,0,864,5,190,0.9004739336,0.9004739336,190,10,193,238,1,1,333,389,364,440,533,308,391,7,2758,167.0666667,0.4356617647,0.4356617647,1,1062,655,1,1,1,1,1,1,1,1,1,1,1,61,0,864
910000255,91000127,1,fine_step_primary,5701003,scale_2,intermediate_posture,seg_detect_backup,privileged_system,194,211,1069,basic,0.5,0.4028,18,0.6316,isolated,0,1,864,5,111,0.5260663507,0.5260663507,111,9,110,254,0,1,258,284,285,256,297,232,0,6,1612,104.0416667,0.3134872004,0.3134872004,1,1992,655,1,1,1,1,1,1,1,1,1,1,1,0,1,655
910000256,91000128,1,fine_step_primary,5701004,scale_2,intermediate_posture,baseline_flat,medical_device,142,202,1562,flat,0.5,0.5,36,0.3306,connected,0,0,864,5,177,0.8762376238,0.8762376238,177,10,180,372,1,1,430,477,450,533,656,424,476,7,3446,209.9416667,0.5411560458,0.5411560458,1,1512,753,1,1,1,1,1,1,1,1,1,1,1,55,0,864
910000257,91000128,1,fine_step_primary,5701004,scale_2,intermediate_posture,seg_detect_backup,medical_device,142,202,1017,basic,0.5,0.5,18,0.6316,isolated,0,1,864,5,2,0.009900990099,0.009900990099,2,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,0,1,1,1,1,1,1,1,1,1,1,1,0,1,253
910000258,91000129,1,fine_step_primary,5701005,scale_2,intermediate_posture,baseline_flat,vendor_connection,236,237,1878,flat,0.5,0.4051,36,0.3306,connected,0,0,864,5,1,0.004219409283,0.004219409283,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,11
910000259,91000129,1,fine_step_primary,5701005,scale_2,intermediate_posture,seg_detect_backup,vendor_connection,236,237,1225,basic,0.5,0.4051,18,0.6316,isolated,0,1,864,5,1,0.004219409283,0.004219409283,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,10
910000260,91000130,1,fine_step_primary,5701001,scale_2,intermediate_posture,baseline_flat,workstation,83,211,1651,flat,0.5,0.4502,36,0.3306,connected,0,0,864,5,1,0.004739336493,0.004739336493,1,1,0,13,0,0,0,0,0,0,0,0,24,1,24,1.2,0,0,0,576,0,1,1,1,1,1,1,1,1,1,1,1,0,1,131
910000261,91000130,1,fine_step_primary,5701001,scale_2,intermediate_posture,seg_detect_backup,workstation,83,211,1084,basic,0.5,0.4502,18,0.6316,isolated,0,1,864,5,1,0.004739336493,0.004739336493,1,1,0,12,0,0,0,0,0,0,0,0,24,1,24,1.2,0,0,0,576,0,1,1,1,1,1,1,1,1,1,1,1,0,1,131
910000262,91000131,1,fine_step_primary,5701002,scale_2,intermediate_posture,baseline_flat,internet_facing,215,218,1643,flat,0.5,0.4817,36,0.3306,connected,0,0,864,5,195,0.8944954128,0.8944954128,195,10,197,285,1,1,396,447,383,436,546,337,428,7,2973,181.8333333,0.4777709695,0.4777709695,1,1296,833,1,1,1,1,1,1,1,1,1,1,1,52,0,864
910000263,91000131,1,fine_step_primary,5701002,scale_2,intermediate_posture,seg_detect_backup,internet_facing,215,218,1078,basic,0.5,0.4817,18,0.6316,isolated,0,1,864,5,6,0.02752293578,0.02752293578,6,3,5,76,0,0,76,48,24,24,24,24,0,6,220,15.33333333,0.05201525054,0.05201525054,1,336,82,1,1,1,1,1,1,1,1,1,1,1,0,1,112
910000264,91000132,1,fine_step_primary,5701003,scale_2,intermediate_posture,baseline_flat,privileged_system,181,202,1602,flat,0.5,0.4455,36,0.3306,connected,0,0,864,5,180,0.8910891089,0.8910891089,180,10,182,387,1,1,439,496,497,571,672,435,532,7,3642,221.8583333,0.5728485839,0.5728485839,1,970,839,1,1,1,1,1,1,1,1,1,1,1,54,0,864
910000265,91000132,1,fine_step_primary,5701003,scale_2,intermediate_posture,seg_detect_backup,privileged_system,181,202,1038,basic,0.5,0.4455,18,0.6316,isolated,0,1,864,5,1,0.00495049505,0.00495049505,1,1,0,2,0,1,24,0,0,0,0,0,0,1,24,2,0.008169934641,0.008169934641,0,408,67,1,1,1,1,1,1,1,1,1,1,1,0,1,118
910000266,91000133,1,fine_step_primary,5701004,scale_2,intermediate_posture,baseline_flat,medical_device,214,275,2133,flat,0.5,0.4255,36,0.3306,connected,0,0,864,5,242,0.88,0.88,242,10,250,245,1,1,275,341,308,391,521,273,357,7,2466,147.25,0.3740127996,0.3740127996,1,1552,416,1,1,1,1,1,1,1,1,1,1,1,72,0,864
910000267,91000133,1,fine_step_primary,5701004,scale_2,intermediate_posture,seg_detect_backup,medical_device,214,275,1408,basic,0.5,0.4255,18,0.6316,isolated,0,1,864,5,1,0.003636363636,0.003636363636,1,1,0,42,0,0,48,24,0,24,0,0,0,3,96,7,0.02859477124,0.02859477124,1,504,129,1,1,1,1,1,1,1,1,1,1,1,0,1,139
910000268,91000134,1,fine_step_primary,5701005,scale_2,intermediate_posture,baseline_flat,vendor_connection,258,259,1991,flat,0.5,0.5135,36,0.3306,connected,0,0,864,5,230,0.888030888,0.888030888,230,10,233,385,1,1,440,496,466,554,698,440,510,7,3604,218.7666667,0.5596405229,0.5596405229,1,1097,564,1,1,1,1,1,1,1,1,1,1,1,70,0,864
910000269,91000134,1,fine_step_primary,5701005,scale_2,intermediate_posture,seg_detect_backup,vendor_connection,258,259,1308,basic,0.5,0.5135,18,0.6316,isolated,0,1,864,5,120,0.4633204633,0.4633204633,120,9,120,231,0,1,256,262,259,267,289,256,72,7,1661,106.2333333,0.3014705882,0.3014705882,1,2280,435,1,1,1,1,1,1,1,1,1,1,1,0,1,645
910000270,91000135,1,fine_step_primary,5701001,scale_2,intermediate_posture,baseline_flat,workstation,29,219,1697,flat,0.5,0.4064,36,0.3306,connected,0,0,864,5,198,0.904109589,0.904109589,198,10,204,411,1,1,456,519,515,549,708,451,522,7,3720,226.775,0.5851715686,0.5851715686,1,905,742,1,1,1,1,1,1,1,1,1,1,1,57,0,864
910000271,91000135,1,fine_step_primary,5701001,scale_2,intermediate_posture,seg_detect_backup,workstation,29,219,1107,basic,0.5,0.4064,18,0.6316,isolated,0,1,864,5,1,0.004566210046,0.004566210046,1,1,0,1,0,0,48,24,72,72,24,24,0,6,264,17.8,0.06209150327,0.06209150327,0,2208,574,1,1,1,1,1,1,1,1,1,1,1,0,1,621
910000272,91000136,1,fine_step_primary,5701002,scale_2,intermediate_posture,baseline_flat,internet_facing,222,229,1796,flat,0.5,0.4585,36,0.3306,connected,0,0,864,5,212,0.9257641921,0.9257641921,212,10,217,275,1,1,378,425,396,478,615,373,418,7,3083,186.7916667,0.4796432462,0.4796432462,1,1226,804,1,1,1,1,1,1,1,1,1,1,1,65,0,864
910000273,91000136,1,fine_step_primary,5701002,scale_2,intermediate_posture,seg_detect_backup,internet_facing,222,229,1174,basic,0.5,0.4585,18,0.6316,isolated,0,1,864,5,113,0.4934497817,0.4934497817,113,9,112,314,0,1,214,214,224,203,274,98,0,6,1227,77.225,0.2481277233,0.2481277233,1,1296,386,1,1,1,1,1,1,1,1,1,1,1,0,1,469
