profile,price_region,radius,draw,guaranteed,original_retained
intermediate_capacity,positive_gaps,0.5,550,7,7
intermediate_capacity,positive_gaps,0.75,550,6,6
intermediate_capacity,monotone,0,551,20,20
intermediate_capacity,monotone,0.1,551,19,19
intermediate_capacity,monotone,0.25,551,16,16
intermediate_capacity,monotone,0.5,551,2,2
intermediate_capacity,monotone,0.75,551,1,1
intermediate_capacity,positive_gaps,0,551,20,20
intermediate_capacity,positive_gaps,0.1,551,19,19
intermediate_capacity,positive_gaps,0.25,551,16,16
intermediate_capacity,positive_gaps,0.5,551,8,8
intermediate_capacity,positive_gaps,0.75,551,6,6
intermediate_capacity,monotone,0,552,23,21
intermediate_capacity,monotone,0.1,552,22,20
intermediate_capacity,monotone,0.25,552,14,14
intermediate_capacity,monotone,0.5,552,1,1
intermediate_capacity,monotone,0.75,552,1,1
intermediate_capacity,positive_gaps,0,552,23,21
intermediate_capacity,positive_gaps,0.1,552,22,20
intermediate_capacity,positive_gaps,0.25,552,14,14
intermediate_capacity,positive_gaps,0.5,552,6,6
intermediate_capacity,positive_gaps,0.75,552,5,5
intermediate_capacity,monotone,0,553,21,21
intermediate_capacity,monotone,0.1,553,20,20
intermediate_capacity,monotone,0.25,553,16,16
intermediate_capacity,monotone,0.5,553,1,1
intermediate_capacity,monotone,0.75,553,1,1
intermediate_capacity,positive_gaps,0,553,21,21
intermediate_capacity,positive_gaps,0.1,553,20,20
intermediate_capacity,positive_gaps,0.25,553,16,16
intermediate_capacity,positive_gaps,0.5,553,7,7
intermediate_capacity,positive_gaps,0.75,553,5,5
intermediate_capacity,monotone,0,554,19,19
intermediate_capacity,monotone,0.1,554,17,17
intermediate_capacity,monotone,0.25,554,13,13
intermediate_capacity,monotone,0.5,554,1,1
intermediate_capacity,monotone,0.75,554,1,1
intermediate_capacity,positive_gaps,0,554,19,19
intermediate_capacity,positive_gaps,0.1,554,18,18
intermediate_capacity,positive_gaps,0.25,554,13,13
intermediate_capacity,positive_gaps,0.5,554,7,7
intermediate_capacity,positive_gaps,0.75,554,7,7
intermediate_capacity,monotone,0,555,20,20
intermediate_capacity,monotone,0.1,555,19,19
intermediate_capacity,monotone,0.25,555,14,14
intermediate_capacity,monotone,0.5,555,2,2
intermediate_capacity,monotone,0.75,555,1,1
intermediate_capacity,positive_gaps,0,555,20,20
intermediate_capacity,positive_gaps,0.1,555,19,19
intermediate_capacity,positive_gaps,0.25,555,14,14
intermediate_capacity,positive_gaps,0.5,555,7,7
intermediate_capacity,positive_gaps,0.75,555,5,5
intermediate_capacity,monotone,0,556,22,21
intermediate_capacity,monotone,0.1,556,21,20
intermediate_capacity,monotone,0.25,556,13,13
intermediate_capacity,monotone,0.5,556,2,2
intermediate_capacity,monotone,0.75,556,2,2
intermediate_capacity,positive_gaps,0,556,22,21
intermediate_capacity,positive_gaps,0.1,556,21,20
intermediate_capacity,positive_gaps,0.25,556,13,13
intermediate_capacity,positive_gaps,0.5,556,6,6
intermediate_capacity,positive_gaps,0.75,556,5,5
intermediate_capacity,monotone,0,557,20,20
intermediate_capacity,monotone,0.1,557,18,18
intermediate_capacity,monotone,0.25,557,16,16
intermediate_capacity,monotone,0.5,557,1,1
intermediate_capacity,monotone,0.75,557,1,1
intermediate_capacity,positive_gaps,0,557,20,20
intermediate_capacity,positive_gaps,0.1,557,19,19
intermediate_capacity,positive_gaps,0.25,557,16,16
intermediate_capacity,positive_gaps,0.5,557,7,7
intermediate_capacity,positive_gaps,0.75,557,6,6
intermediate_capacity,monotone,0,558,21,21
intermediate_capacity,monotone,0.1,558,20,20
intermediate_capacity,monotone,0.25,558,16,16
intermediate_capacity,monotone,0.5,558,1,1
intermediate_capacity,monotone,0.75,558,1,1
intermediate_capacity,positive_gaps,0,558,21,21
intermediate_capacity,positive_gaps,0.1,558,20,20
intermediate_capacity,positive_gaps,0.25,558,16,16
intermediate_capacity,positive_gaps,0.5,558,8,8
intermediate_capacity,positive_gaps,0.75,558,6,6
intermediate_capacity,monotone,0,559,20,20
intermediate_capacity,monotone,0.1,559,19,19
intermediate_capacity,monotone,0.25,559,16,16
intermediate_capacity,monotone,0.5,559,1,1
intermediate_capacity,monotone,0.75,559,1,1
intermediate_capacity,positive_gaps,0,559,20,20
intermediate_capacity,positive_gaps,0.1,559,19,19
intermediate_capacity,positive_gaps,0.25,559,16,16
intermediate_capacity,positive_gaps,0.5,559,6,6
intermediate_capacity,positive_gaps,0.75,559,5,5
intermediate_capacity,monotone,0,560,21,21
intermediate_capacity,monotone,0.1,560,20,20
intermediate_capacity,monotone,0.25,560,14,14
intermediate_capacity,monotone,0.5,560,1,1
intermediate_capacity,monotone,0.75,560,1,1
intermediate_capacity,positive_gaps,0,560,21,21
intermediate_capacity,positive_gaps,0.1,560,20,20
intermediate_capacity,positive_gaps,0.25,560,14,14
intermediate_capacity,positive_gaps,0.5,560,6,6
intermediate_capacity,positive_gaps,0.75,560,5,5
intermediate_capacity,monotone,0,561,19,19
intermediate_capacity,monotone,0.1,561,17,17
intermediate_capacity,monotone,0.25,561,14,14
intermediate_capacity,monotone,0.5,561,2,2
intermediate_capacity,monotone,0.75,561,1,1
intermediate_capacity,positive_gaps,0,561,19,19
intermediate_capacity,positive_gaps,0.1,561,18,18
intermediate_capacity,positive_gaps,0.25,561,14,14
intermediate_capacity,positive_gaps,0.5,561,7,7
intermediate_capacity,positive_gaps,0.75,561,5,5
intermediate_capacity,monotone,0,562,21,21
intermediate_capacity,monotone,0.1,562,19,19
intermediate_capacity,monotone,0.25,562,15,15
intermediate_capacity,monotone,0.5,562,1,1
intermediate_capacity,monotone,0.75,562,1,1
intermediate_capacity,positive_gaps,0,562,21,21
intermediate_capacity,positive_gaps,0.1,562,20,20
intermediate_capacity,positive_gaps,0.25,562,15,15
intermediate_capacity,positive_gaps,0.5,562,7,7
intermediate_capacity,positive_gaps,0.75,562,7,7
intermediate_capacity,monotone,0,563,19,19
intermediate_capacity,monotone,0.1,563,18,18
intermediate_capacity,monotone,0.25,563,14,14
intermediate_capacity,monotone,0.5,563,2,2
intermediate_capacity,monotone,0.75,563,2,2
intermediate_capacity,positive_gaps,0,563,19,19
intermediate_capacity,positive_gaps,0.1,563,18,18
intermediate_capacity,positive_gaps,0.25,563,14,14
intermediate_capacity,positive_gaps,0.5,563,9,9
intermediate_capacity,positive_gaps,0.75,563,7,7
intermediate_capacity,monotone,0,564,19,19
intermediate_capacity,monotone,0.1,564,17,17
intermediate_capacity,monotone,0.25,564,14,14
intermediate_capacity,monotone,0.5,564,1,1
intermediate_capacity,monotone,0.75,564,1,1
intermediate_capacity,positive_gaps,0,564,19,19
intermediate_capacity,positive_gaps,0.1,564,18,18
intermediate_capacity,positive_gaps,0.25,564,14,14
intermediate_capacity,positive_gaps,0.5,564,6,6
intermediate_capacity,positive_gaps,0.75,564,6,6
intermediate_capacity,monotone,0,565,21,21
intermediate_capacity,monotone,0.1,565,20,20
intermediate_capacity,monotone,0.25,565,15,15
intermediate_capacity,monotone,0.5,565,1,1
intermediate_capacity,monotone,0.75,565,1,1
intermediate_capacity,positive_gaps,0,565,21,21
intermediate_capacity,positive_gaps,0.1,565,20,20
intermediate_capacity,positive_gaps,0.25,565,15,15
intermediate_capacity,positive_gaps,0.5,565,7,7
intermediate_capacity,positive_gaps,0.75,565,6,6
intermediate_capacity,monotone,0,566,19,19
intermediate_capacity,monotone,0.1,566,17,17
intermediate_capacity,monotone,0.25,566,14,14
intermediate_capacity,monotone,0.5,566,1,1
intermediate_capacity,monotone,0.75,566,1,1
intermediate_capacity,positive_gaps,0,566,19,19
intermediate_capacity,positive_gaps,0.1,566,18,18
intermediate_capacity,positive_gaps,0.25,566,14,14
intermediate_capacity,positive_gaps,0.5,566,6,6
intermediate_capacity,positive_gaps,0.75,566,6,6
intermediate_capacity,monotone,0,567,18,18
intermediate_capacity,monotone,0.1,567,16,16
intermediate_capacity,monotone,0.25,567,13,13
intermediate_capacity,monotone,0.5,567,1,1
intermediate_capacity,monotone,0.75,567,1,1
intermediate_capacity,positive_gaps,0,567,18,18
intermediate_capacity,positive_gaps,0.1,567,17,17
intermediate_capacity,positive_gaps,0.25,567,13,13
intermediate_capacity,positive_gaps,0.5,567,7,7
intermediate_capacity,positive_gaps,0.75,567,6,6
intermediate_capacity,monotone,0,568,21,21
intermediate_capacity,monotone,0.1,568,20,20
intermediate_capacity,monotone,0.25,568,15,15
intermediate_capacity,monotone,0.5,568,1,1
intermediate_capacity,monotone,0.75,568,1,1
intermediate_capacity,positive_gaps,0,568,21,21
intermediate_capacity,positive_gaps,0.1,568,20,20
intermediate_capacity,positive_gaps,0.25,568,15,15
intermediate_capacity,positive_gaps,0.5,568,7,7
intermediate_capacity,positive_gaps,0.75,568,6,6
intermediate_capacity,monotone,0,569,19,19
intermediate_capacity,monotone,0.1,569,18,18
intermediate_capacity,monotone,0.25,569,14,14
intermediate_capacity,monotone,0.5,569,1,1
intermediate_capacity,monotone,0.75,569,1,1
intermediate_capacity,positive_gaps,0,569,19,19
intermediate_capacity,positive_gaps,0.1,569,18,18
intermediate_capacity,positive_gaps,0.25,569,14,14
intermediate_capacity,positive_gaps,0.5,569,7,7
intermediate_capacity,positive_gaps,0.75,569,7,7
intermediate_capacity,monotone,0,570,17,17
intermediate_capacity,monotone,0.1,570,16,16
intermediate_capacity,monotone,0.25,570,14,14
intermediate_capacity,monotone,0.5,570,2,2
intermediate_capacity,monotone,0.75,570,2,2
intermediate_capacity,positive_gaps,0,570,17,17
intermediate_capacity,positive_gaps,0.1,570,16,16
intermediate_capacity,positive_gaps,0.25,570,14,14
intermediate_capacity,positive_gaps,0.5,570,8,8
intermediate_capacity,positive_gaps,0.75,570,8,8
intermediate_capacity,monotone,0,571,21,21
intermediate_capacity,monotone,0.1,571,20,20
intermediate_capacity,monotone,0.25,571,15,15
intermediate_capacity,monotone,0.5,571,1,1
intermediate_capacity,monotone,0.75,571,1,1
intermediate_capacity,positive_gaps,0,571,21,21
intermediate_capacity,positive_gaps,0.1,571,20,20
intermediate_capacity,positive_gaps,0.25,571,15,15
intermediate_capacity,positive_gaps,0.5,571,7,7
intermediate_capacity,positive_gaps,0.75,571,6,6
intermediate_capacity,monotone,0,572,21,21
intermediate_capacity,monotone,0.1,572,19,19
intermediate_capacity,monotone,0.25,572,16,16
intermediate_capacity,monotone,0.5,572,1,1
intermediate_capacity,monotone,0.75,572,1,1
intermediate_capacity,positive_gaps,0,572,21,21
intermediate_capacity,positive_gaps,0.1,572,20,20
intermediate_capacity,positive_gaps,0.25,572,16,16
intermediate_capacity,positive_gaps,0.5,572,8,8
intermediate_capacity,positive_gaps,0.75,572,8,8
intermediate_capacity,monotone,0,573,21,21
intermediate_capacity,monotone,0.1,573,19,19
intermediate_capacity,monotone,0.25,573,15,15
intermediate_capacity,monotone,0.5,573,1,1
intermediate_capacity,monotone,0.75,573,1,1
intermediate_capacity,positive_gaps,0,573,21,21
intermediate_capacity,positive_gaps,0.1,573,20,20
intermediate_capacity,positive_gaps,0.25,573,15,15
intermediate_capacity,positive_gaps,0.5,573,6,6
intermediate_capacity,positive_gaps,0.75,573,5,5
intermediate_capacity,monotone,0,574,19,17
intermediate_capacity,monotone,0.1,574,18,16
intermediate_capacity,monotone,0.25,574,14,14
intermediate_capacity,monotone,0.5,574,1,1
intermediate_capacity,monotone,0.75,574,1,1
intermediate_capacity,positive_gaps,0,574,19,17
intermediate_capacity,positive_gaps,0.1,574,18,16
intermediate_capacity,positive_gaps,0.25,574,14,14
intermediate_capacity,positive_gaps,0.5,574,6,6
intermediate_capacity,positive_gaps,0.75,574,5,5
intermediate_capacity,monotone,0,575,19,19
intermediate_capacity,monotone,0.1,575,18,18
intermediate_capacity,monotone,0.25,575,15,15
intermediate_capacity,monotone,0.5,575,2,2
intermediate_capacity,monotone,0.75,575,1,1
intermediate_capacity,positive_gaps,0,575,19,19
intermediate_capacity,positive_gaps,0.1,575,18,18
intermediate_capacity,positive_gaps,0.25,575,15,15
intermediate_capacity,positive_gaps,0.5,575,6,6
intermediate_capacity,positive_gaps,0.75,575,4,4
intermediate_capacity,monotone,0,576,19,19
intermediate_capacity,monotone,0.1,576,18,18
intermediate_capacity,monotone,0.25,576,15,15
intermediate_capacity,monotone,0.5,576,1,1
intermediate_capacity,monotone,0.75,576,1,1
intermediate_capacity,positive_gaps,0,576,19,19
intermediate_capacity,positive_gaps,0.1,576,18,18
intermediate_capacity,positive_gaps,0.25,576,15,15
intermediate_capacity,positive_gaps,0.5,576,7,7
intermediate_capacity,positive_gaps,0.75,576,7,7
intermediate_capacity,monotone,0,577,17,17
intermediate_capacity,monotone,0.1,577,16,16
intermediate_capacity,monotone,0.25,577,13,13
intermediate_capacity,monotone,0.5,577,2,2
intermediate_capacity,monotone,0.75,577,2,2
intermediate_capacity,positive_gaps,0,577,17,17
intermediate_capacity,positive_gaps,0.1,577,16,16
intermediate_capacity,positive_gaps,0.25,577,13,13
intermediate_capacity,positive_gaps,0.5,577,8,8
intermediate_capacity,positive_gaps,0.75,577,8,8
intermediate_capacity,monotone,0,578,23,21
intermediate_capacity,monotone,0.1,578,22,20
intermediate_capacity,monotone,0.25,578,18,17
intermediate_capacity,monotone,0.5,578,1,1
intermediate_capacity,monotone,0.75,578,1,1
intermediate_capacity,positive_gaps,0,578,23,21
intermediate_capacity,positive_gaps,0.1,578,22,20
intermediate_capacity,positive_gaps,0.25,578,18,17
intermediate_capacity,positive_gaps,0.5,578,6,6
intermediate_capacity,positive_gaps,0.75,578,5,5
intermediate_capacity,monotone,0,579,21,21
intermediate_capacity,monotone,0.1,579,19,19
intermediate_capacity,monotone,0.25,579,17,17
intermediate_capacity,monotone,0.5,579,2,2
intermediate_capacity,monotone,0.75,579,2,2
intermediate_capacity,positive_gaps,0,579,21,21
intermediate_capacity,positive_gaps,0.1,579,20,20
intermediate_capacity,positive_gaps,0.25,579,17,17
intermediate_capacity,positive_gaps,0.5,579,8,8
intermediate_capacity,positive_gaps,0.75,579,7,7
intermediate_capacity,monotone,0,580,21,21
intermediate_capacity,monotone,0.1,580,19,19
intermediate_capacity,monotone,0.25,580,14,14
intermediate_capacity,monotone,0.5,580,1,1
intermediate_capacity,monotone,0.75,580,1,1
intermediate_capacity,positive_gaps,0,580,21,21
intermediate_capacity,positive_gaps,0.1,580,20,20
intermediate_capacity,positive_gaps,0.25,580,14,14
intermediate_capacity,positive_gaps,0.5,580,7,7
intermediate_capacity,positive_gaps,0.75,580,6,6
intermediate_capacity,monotone,0,581,21,21
intermediate_capacity,monotone,0.1,581,20,20
intermediate_capacity,monotone,0.25,581,16,16
intermediate_capacity,monotone,0.5,581,1,1
intermediate_capacity,monotone,0.75,581,1,1
intermediate_capacity,positive_gaps,0,581,21,21
intermediate_capacity,positive_gaps,0.1,581,20,20
intermediate_capacity,positive_gaps,0.25,581,16,16
intermediate_capacity,positive_gaps,0.5,581,7,7
intermediate_capacity,positive_gaps,0.75,581,6,6
intermediate_capacity,monotone,0,582,20,20
intermediate_capacity,monotone,0.1,582,19,19
intermediate_capacity,monotone,0.25,582,14,14
intermediate_capacity,monotone,0.5,582,1,1
intermediate_capacity,monotone,0.75,582,1,1
intermediate_capacity,positive_gaps,0,582,20,20
intermediate_capacity,positive_gaps,0.1,582,19,19
intermediate_capacity,positive_gaps,0.25,582,14,14
intermediate_capacity,positive_gaps,0.5,582,6,6
intermediate_capacity,positive_gaps,0.75,582,5,5
intermediate_capacity,monotone,0,583,23,21
intermediate_capacity,monotone,0.1,583,22,20
intermediate_capacity,monotone,0.25,583,13,13
intermediate_capacity,monotone,0.5,583,1,1
intermediate_capacity,monotone,0.75,583,1,1
intermediate_capacity,positive_gaps,0,583,23,21
intermediate_capacity,positive_gaps,0.1,583,22,20
intermediate_capacity,positive_gaps,0.25,583,13,13
intermediate_capacity,positive_gaps,0.5,583,6,6
intermediate_capacity,positive_gaps,0.75,583,6,6
intermediate_capacity,monotone,0,584,21,21
intermediate_capacity,monotone,0.1,584,20,20
intermediate_capacity,monotone,0.25,584,16,16
intermediate_capacity,monotone,0.5,584,1,1
intermediate_capacity,monotone,0.75,584,1,1
intermediate_capacity,positive_gaps,0,584,21,21
intermediate_capacity,positive_gaps,0.1,584,20,20
intermediate_capacity,positive_gaps,0.25,584,16,16
intermediate_capacity,positive_gaps,0.5,584,6,6
intermediate_capacity,positive_gaps,0.75,584,5,5
intermediate_capacity,monotone,0,585,19,19
intermediate_capacity,monotone,0.1,585,18,18
intermediate_capacity,monotone,0.25,585,15,15
intermediate_capacity,monotone,0.5,585,1,1
intermediate_capacity,monotone,0.75,585,1,1
intermediate_capacity,positive_gaps,0,585,19,19
intermediate_capacity,positive_gaps,0.1,585,18,18
intermediate_capacity,positive_gaps,0.25,585,15,15
intermediate_capacity,positive_gaps,0.5,585,7,7
intermediate_capacity,positive_gaps,0.75,585,5,5
intermediate_capacity,monotone,0,586,21,21
intermediate_capacity,monotone,0.1,586,20,20
intermediate_capacity,monotone,0.25,586,14,14
intermediate_capacity,monotone,0.5,586,1,1
intermediate_capacity,monotone,0.75,586,1,1
intermediate_capacity,positive_gaps,0,586,21,21
intermediate_capacity,positive_gaps,0.1,586,20,20
intermediate_capacity,positive_gaps,0.25,586,14,14
intermediate_capacity,positive_gaps,0.5,586,7,7
intermediate_capacity,positive_gaps,0.75,586,5,5
intermediate_capacity,monotone,0,587,19,19
intermediate_capacity,monotone,0.1,587,18,18
intermediate_capacity,monotone,0.25,587,15,15
intermediate_capacity,monotone,0.5,587,1,1
intermediate_capacity,monotone,0.75,587,1,1
intermediate_capacity,positive_gaps,0,587,19,19
intermediate_capacity,positive_gaps,0.1,587,18,18
intermediate_capacity,positive_gaps,0.25,587,15,15
intermediate_capacity,positive_gaps,0.5,587,7,7
intermediate_capacity,positive_gaps,0.75,587,6,6
intermediate_capacity,monotone,0,588,21,21
intermediate_capacity,monotone,0.1,588,19,19
intermediate_capacity,monotone,0.25,588,16,16
intermediate_capacity,monotone,0.5,588,2,2
intermediate_capacity,monotone,0.75,588,1,1
intermediate_capacity,positive_gaps,0,588,21,21
intermediate_capacity,positive_gaps,0.1,588,20,20
intermediate_capacity,positive_gaps,0.25,588,16,16
intermediate_capacity,positive_gaps,0.5,588,8,8
intermediate_capacity,positive_gaps,0.75,588,7,7
intermediate_capacity,monotone,0,589,21,21
intermediate_capacity,monotone,0.1,589,20,20
intermediate_capacity,monotone,0.25,589,15,15
intermediate_capacity,monotone,0.5,589,1,1
intermediate_capacity,monotone,0.75,589,1,1
intermediate_capacity,positive_gaps,0,589,21,21
intermediate_capacity,positive_gaps,0.1,589,20,20
intermediate_capacity,positive_gaps,0.25,589,15,15
intermediate_capacity,positive_gaps,0.5,589,7,7
intermediate_capacity,positive_gaps,0.75,589,7,7
intermediate_capacity,monotone,0,590,19,19
intermediate_capacity,monotone,0.1,590,18,18
intermediate_capacity,monotone,0.25,590,14,14
intermediate_capacity,monotone,0.5,590,2,2
intermediate_capacity,monotone,0.75,590,1,1
intermediate_capacity,positive_gaps,0,590,19,19
intermediate_capacity,positive_gaps,0.1,590,18,18
intermediate_capacity,positive_gaps,0.25,590,14,14
intermediate_capacity,positive_gaps,0.5,590,8,8
intermediate_capacity,positive_gaps,0.75,590,7,7
intermediate_capacity,monotone,0,591,19,19
intermediate_capacity,monotone,0.1,591,17,17
intermediate_capacity,monotone,0.25,591,14,14
intermediate_capacity,monotone,0.5,591,1,1
intermediate_capacity,monotone,0.75,591,1,1
intermediate_capacity,positive_gaps,0,591,19,19
intermediate_capacity,positive_gaps,0.1,591,18,18
intermediate_capacity,positive_gaps,0.25,591,14,14
intermediate_capacity,positive_gaps,0.5,591,7,7
intermediate_capacity,positive_gaps,0.75,591,7,7
intermediate_capacity,monotone,0,592,19,19
intermediate_capacity,monotone,0.1,592,18,18
intermediate_capacity,monotone,0.25,592,15,15
intermediate_capacity,monotone,0.5,592,1,1
intermediate_capacity,monotone,0.75,592,1,1
intermediate_capacity,positive_gaps,0,592,19,19
intermediate_capacity,positive_gaps,0.1,592,18,18
intermediate_capacity,positive_gaps,0.25,592,15,15
intermediate_capacity,positive_gaps,0.5,592,7,7
intermediate_capacity,positive_gaps,0.75,592,6,6
intermediate_capacity,monotone,0,593,19,19
intermediate_capacity,monotone,0.1,593,18,18
intermediate_capacity,monotone,0.25,593,16,16
intermediate_capacity,monotone,0.5,593,2,2
intermediate_capacity,monotone,0.75,593,1,1
intermediate_capacity,positive_gaps,0,593,19,19
intermediate_capacity,positive_gaps,0.1,593,18,18
intermediate_capacity,positive_gaps,0.25,593,16,16
intermediate_capacity,positive_gaps,0.5,593,6,6
intermediate_capacity,positive_gaps,0.75,593,4,4
intermediate_capacity,monotone,0,594,21,19
intermediate_capacity,monotone,0.1,594,20,18
intermediate_capacity,monotone,0.25,594,16,15
intermediate_capacity,monotone,0.5,594,1,1
intermediate_capacity,monotone,0.75,594,1,1
intermediate_capacity,positive_gaps,0,594,21,19
intermediate_capacity,positive_gaps,0.1,594,20,18
intermediate_capacity,positive_gaps,0.25,594,16,15
intermediate_capacity,positive_gaps,0.5,594,6,6
intermediate_capacity,positive_gaps,0.75,594,5,5
intermediate_capacity,monotone,0,595,21,21
intermediate_capacity,monotone,0.1,595,20,20
intermediate_capacity,monotone,0.25,595,16,16
intermediate_capacity,monotone,0.5,595,1,1
intermediate_capacity,monotone,0.75,595,1,1
intermediate_capacity,positive_gaps,0,595,21,21
intermediate_capacity,positive_gaps,0.1,595,20,20
intermediate_capacity,positive_gaps,0.25,595,16,16
intermediate_capacity,positive_gaps,0.5,595,6,6
intermediate_capacity,positive_gaps,0.75,595,6,6
intermediate_capacity,monotone,0,596,19,19
intermediate_capacity,monotone,0.1,596,17,17
intermediate_capacity,monotone,0.25,596,14,14
intermediate_capacity,monotone,0.5,596,1,1
intermediate_capacity,monotone,0.75,596,1,1
intermediate_capacity,positive_gaps,0,596,19,19
intermediate_capacity,positive_gaps,0.1,596,18,18
intermediate_capacity,positive_gaps,0.25,596,14,14
intermediate_capacity,positive_gaps,0.5,596,6,6
intermediate_capacity,positive_gaps,0.75,596,5,5
intermediate_capacity,monotone,0,597,21,21
intermediate_capacity,monotone,0.1,597,20,20
intermediate_capacity,monotone,0.25,597,16,16
intermediate_capacity,monotone,0.5,597,2,2
intermediate_capacity,monotone,0.75,597,1,1
intermediate_capacity,positive_gaps,0,597,21,21
intermediate_capacity,positive_gaps,0.1,597,20,20
intermediate_capacity,positive_gaps,0.25,597,16,16
intermediate_capacity,positive_gaps,0.5,597,7,7
intermediate_capacity,positive_gaps,0.75,597,5,5
intermediate_capacity,monotone,0,598,21,21
intermediate_capacity,monotone,0.1,598,20,20
intermediate_capacity,monotone,0.25,598,16,16
intermediate_capacity,monotone,0.5,598,1,1
intermediate_capacity,monotone,0.75,598,1,1
intermediate_capacity,positive_gaps,0,598,21,21
intermediate_capacity,positive_gaps,0.1,598,20,20
intermediate_capacity,positive_gaps,0.25,598,16,16
intermediate_capacity,positive_gaps,0.5,598,5,5
intermediate_capacity,positive_gaps,0.75,598,4,4
intermediate_capacity,monotone,0,599,21,21
intermediate_capacity,monotone,0.1,599,20,20
intermediate_capacity,monotone,0.25,599,16,16
intermediate_capacity,monotone,0.5,599,1,1
intermediate_capacity,monotone,0.75,599,1,1
intermediate_capacity,positive_gaps,0,599,21,21
intermediate_capacity,positive_gaps,0.1,599,20,20
intermediate_capacity,positive_gaps,0.25,599,16,16
intermediate_capacity,positive_gaps,0.5,599,7,7
intermediate_capacity,positive_gaps,0.75,599,7,7
intermediate_capacity,monotone,0,600,21,21
intermediate_capacity,monotone,0.1,600,19,19
intermediate_capacity,monotone,0.25,600,15,15
intermediate_capacity,monotone,0.5,600,1,1
intermediate_capacity,monotone,0.75,600,1,1
intermediate_capacity,positive_gaps,0,600,21,21
intermediate_capacity,positive_gaps,0.1,600,20,20
intermediate_capacity,positive_gaps,0.25,600,15,15
intermediate_capacity,positive_gaps,0.5,600,7,7
intermediate_capacity,positive_gaps,0.75,600,6,6
intermediate_capacity,monotone,0,601,19,19
intermediate_capacity,monotone,0.1,601,18,18
intermediate_capacity,monotone,0.25,601,15,15
intermediate_capacity,monotone,0.5,601,1,1
intermediate_capacity,monotone,0.75,601,1,1
intermediate_capacity,positive_gaps,0,601,19,19
intermediate_capacity,positive_gaps,0.1,601,18,18
intermediate_capacity,positive_gaps,0.25,601,15,15
intermediate_capacity,positive_gaps,0.5,601,7,7
intermediate_capacity,positive_gaps,0.75,601,6,6
intermediate_capacity,monotone,0,602,21,21
intermediate_capacity,monotone,0.1,602,19,19
intermediate_capacity,monotone,0.25,602,16,16
intermediate_capacity,monotone,0.5,602,1,1
intermediate_capacity,monotone,0.75,602,1,1
intermediate_capacity,positive_gaps,0,602,21,21
intermediate_capacity,positive_gaps,0.1,602,20,20
intermediate_capacity,positive_gaps,0.25,602,16,16
intermediate_capacity,positive_gaps,0.5,602,7,7
intermediate_capacity,positive_gaps,0.75,602,6,6
intermediate_capacity,monotone,0,603,21,21
intermediate_capacity,monotone,0.1,603,20,20
intermediate_capacity,monotone,0.25,603,16,16
intermediate_capacity,monotone,0.5,603,1,1
intermediate_capacity,monotone,0.75,603,1,1
intermediate_capacity,positive_gaps,0,603,21,21
intermediate_capacity,positive_gaps,0.1,603,20,20
intermediate_capacity,positive_gaps,0.25,603,16,16
intermediate_capacity,positive_gaps,0.5,603,5,5
intermediate_capacity,positive_gaps,0.75,603,5,5
intermediate_capacity,monotone,0,604,19,19
intermediate_capacity,monotone,0.1,604,18,18
intermediate_capacity,monotone,0.25,604,15,15
intermediate_capacity,monotone,0.5,604,1,1
intermediate_capacity,monotone,0.75,604,1,1
intermediate_capacity,positive_gaps,0,604,19,19
intermediate_capacity,positive_gaps,0.1,604,18,18
intermediate_capacity,positive_gaps,0.25,604,15,15
intermediate_capacity,positive_gaps,0.5,604,7,7
intermediate_capacity,positive_gaps,0.75,604,6,6
intermediate_capacity,monotone,0,605,21,21
intermediate_capacity,monotone,0.1,605,20,20
intermediate_capacity,monotone,0.25,605,15,15
intermediate_capacity,monotone,0.5,605,1,1
intermediate_capacity,monotone,0.75,605,1,1
intermediate_capacity,positive_gaps,0,605,21,21
intermediate_capacity,positive_gaps,0.1,605,20,20
intermediate_capacity,positive_gaps,0.25,605,15,15
intermediate_capacity,positive_gaps,0.5,605,7,7
intermediate_capacity,positive_gaps,0.75,605,7,7
intermediate_capacity,monotone,0,606,21,21
intermediate_capacity,monotone,0.1,606,20,20
intermediate_capacity,monotone,0.25,606,15,15
intermediate_capacity,monotone,0.5,606,2,2
intermediate_capacity,monotone,0.75,606,1,1
intermediate_capacity,positive_gaps,0,606,21,21
intermediate_capacity,positive_gaps,0.1,606,20,20
intermediate_capacity,positive_gaps,0.25,606,15,15
intermediate_capacity,positive_gaps,0.5,606,7,7
intermediate_capacity,positive_gaps,0.75,606,5,5
intermediate_capacity,monotone,0,607,19,19
intermediate_capacity,monotone,0.1,607,18,18
intermediate_capacity,monotone,0.25,607,15,15
intermediate_capacity,monotone,0.5,607,1,1
intermediate_capacity,monotone,0.75,607,1,1
intermediate_capacity,positive_gaps,0,607,19,19
intermediate_capacity,positive_gaps,0.1,607,18,18
intermediate_capacity,positive_gaps,0.25,607,15,15
intermediate_capacity,positive_gaps,0.5,607,5,5
intermediate_capacity,positive_gaps,0.75,607,5,5
intermediate_capacity,monotone,0,608,20,20
intermediate_capacity,monotone,0.1,608,19,19
intermediate_capacity,monotone,0.25,608,14,14
intermediate_capacity,monotone,0.5,608,1,1
intermediate_capacity,monotone,0.75,608,1,1
intermediate_capacity,positive_gaps,0,608,20,20
intermediate_capacity,positive_gaps,0.1,608,19,19
