profile,draw,frontier_size,added,removed,jaccard,affordable_candidates,best_affordable_mean_hours_lost
intermediate_capacity,475,25,4,1,0.8076923077,66,21.58458333
high_capacity,475,8,0,1,0.8888888889,16,13.06720833
resource_constrained,476,80,18,2,0.756097561,20,205.5636667
intermediate_capacity,476,25,3,0,0.88,77,20.11314583
high_capacity,476,9,0,0,1,16,13.06720833
resource_constrained,477,109,45,0,0.5871559633,19,205.5636667
intermediate_capacity,477,36,14,0,0.6111111111,69,24.33625
high_capacity,477,9,1,1,0.8,16,13.06720833
resource_constrained,478,106,49,7,0.5044247788,18,207.5997292
intermediate_capacity,478,29,12,5,0.5,48,24.33625
high_capacity,478,11,2,0,0.8181818182,14,13.11922917
resource_constrained,479,99,36,1,0.63,26,207.5997292
intermediate_capacity,479,33,11,0,0.6666666667,77,21.58458333
high_capacity,479,11,3,1,0.6666666667,16,13.06720833
resource_constrained,480,66,8,6,0.8055555556,26,156.85825
intermediate_capacity,480,24,3,1,0.84,83,20.11314583
high_capacity,480,8,0,1,0.8888888889,16,13.06720833
resource_constrained,481,74,19,9,0.6626506024,21,155.6040833
intermediate_capacity,481,30,8,0,0.7333333333,52,24.33625
high_capacity,481,12,3,0,0.75,16,13.06720833
resource_constrained,482,83,22,3,0.7093023256,14,207.5997292
intermediate_capacity,482,35,13,0,0.6285714286,36,33.0049375
high_capacity,482,11,3,1,0.6666666667,15,13.08197917
resource_constrained,483,67,12,9,0.7236842105,19,156.9935625
intermediate_capacity,483,23,5,4,0.6666666667,58,24.5055625
high_capacity,483,8,0,1,0.8888888889,16,13.06720833
resource_constrained,484,84,22,2,0.7209302326,16,156.9935625
intermediate_capacity,484,30,10,2,0.625,57,24.33625
high_capacity,484,8,0,1,0.8888888889,16,13.06720833
resource_constrained,485,61,5,8,0.8115942029,12,156.9935625
intermediate_capacity,485,24,3,1,0.84,50,24.33625
high_capacity,485,8,0,1,0.8888888889,15,13.08197917
resource_constrained,486,61,6,9,0.7857142857,17,156.9935625
intermediate_capacity,486,24,2,0,0.9166666667,53,24.5055625
high_capacity,486,9,0,0,1,16,13.06720833
resource_constrained,487,101,37,0,0.6336633663,18,207.6623542
intermediate_capacity,487,32,11,1,0.6363636364,53,21.58458333
high_capacity,487,15,6,0,0.6,16,13.06720833
resource_constrained,488,91,28,1,0.6847826087,20,156.9935625
intermediate_capacity,488,35,13,0,0.6285714286,55,26.9125
high_capacity,488,9,1,1,0.8,16,13.06720833
resource_constrained,489,71,10,3,0.8243243243,26,156.9935625
intermediate_capacity,489,28,6,0,0.7857142857,62,24.5055625
high_capacity,489,11,2,0,0.8181818182,16,13.06720833
resource_constrained,490,66,6,4,0.8571428571,19,200.584375
intermediate_capacity,490,22,1,1,0.9130434783,43,24.93072917
high_capacity,490,9,0,0,1,15,13.08197917
resource_constrained,491,92,30,2,0.6595744681,15,205.5636667
intermediate_capacity,491,31,9,0,0.7096774194,56,20.11314583
high_capacity,491,11,2,0,0.8181818182,16,13.06720833
resource_constrained,492,86,22,0,0.7441860465,14,207.5997292
intermediate_capacity,492,29,8,1,0.7,46,33.0049375
high_capacity,492,11,2,0,0.8181818182,16,13.06720833
resource_constrained,493,64,3,3,0.9104477612,31,156.9935625
intermediate_capacity,493,22,1,1,0.9130434783,65,19.73402083
high_capacity,493,10,1,0,0.9,16,13.06720833
resource_constrained,494,67,8,5,0.8194444444,18,156.9935625
intermediate_capacity,494,29,7,0,0.7586206897,51,24.33625
high_capacity,494,11,2,0,0.8181818182,16,13.06720833
resource_constrained,495,121,57,0,0.5289256198,27,207.5997292
intermediate_capacity,495,41,19,0,0.5365853659,47,24.93072917
high_capacity,495,14,5,0,0.6428571429,15,13.08197917
resource_constrained,496,94,33,3,0.6288659794,23,207.6623542
intermediate_capacity,496,38,16,0,0.5789473684,54,26.9125
high_capacity,496,9,1,1,0.8,16,13.06720833
resource_constrained,497,74,13,3,0.7922077922,15,207.5997292
intermediate_capacity,497,24,4,2,0.7692307692,38,25.49491667
high_capacity,497,12,3,0,0.75,15,13.08197917
resource_constrained,498,70,12,6,0.7631578947,20,156.9935625
intermediate_capacity,498,26,5,1,0.7777777778,57,24.10502083
high_capacity,498,10,2,1,0.7272727273,16,13.06720833
resource_constrained,499,116,54,2,0.5254237288,22,207.5997292
intermediate_capacity,499,35,15,2,0.5405405405,43,27.79154167
high_capacity,499,10,2,1,0.7272727273,16,13.06720833
