profile,draw,frontier_size,added,removed,jaccard,affordable_candidates,best_affordable_mean_hours_lost
intermediate_capacity,156,31,9,0,0.7096774194,45,27.79154167
high_capacity,156,9,1,1,0.8,16,13.06720833
resource_constrained,157,110,46,0,0.5818181818,18,207.5997292
intermediate_capacity,157,35,14,1,0.5833333333,56,24.33625
high_capacity,157,12,3,0,0.75,16,13.06720833
resource_constrained,158,66,9,7,0.7808219178,16,156.9935625
intermediate_capacity,158,25,4,1,0.8076923077,46,21.58458333
high_capacity,158,9,1,1,0.8,15,13.08197917
resource_constrained,159,63,5,6,0.8405797101,22,156.9935625
intermediate_capacity,159,22,2,2,0.8333333333,62,24.10502083
high_capacity,159,8,0,1,0.8888888889,16,13.06720833
resource_constrained,160,79,18,3,0.743902439,18,207.5997292
intermediate_capacity,160,23,5,4,0.6666666667,66,21.05622917
high_capacity,160,8,2,3,0.5454545455,16,13.06720833
resource_constrained,161,62,6,8,0.8,20,155.6040833
intermediate_capacity,161,24,3,1,0.84,76,21.05622917
high_capacity,161,8,0,1,0.8888888889,16,13.06720833
resource_constrained,162,96,34,2,0.6326530612,16,207.6623542
intermediate_capacity,162,38,16,0,0.5789473684,42,26.9125
high_capacity,162,11,2,0,0.8181818182,15,13.08197917
resource_constrained,163,90,30,4,0.6382978723,21,156.9935625
intermediate_capacity,163,26,7,3,0.6551724138,49,21.58458333
high_capacity,163,10,1,0,0.9,16,13.06720833
resource_constrained,164,80,16,0,0.8,11,205.5636667
intermediate_capacity,164,30,8,0,0.7333333333,38,25.49491667
high_capacity,164,10,1,0,0.9,15,13.08197917
resource_constrained,165,79,17,2,0.7654320988,17,205.5636667
intermediate_capacity,165,24,5,3,0.7037037037,59,21.58458333
high_capacity,165,11,2,0,0.8181818182,16,13.06720833
resource_constrained,166,62,5,7,0.8260869565,14,207.5997292
intermediate_capacity,166,24,3,1,0.84,43,24.33625
high_capacity,166,11,2,0,0.8181818182,14,13.11922917
resource_constrained,167,71,11,4,0.8,15,156.9935625
intermediate_capacity,167,25,3,0,0.88,55,24.33625
high_capacity,167,9,0,0,1,16,13.06720833
resource_constrained,168,90,29,3,0.6559139785,17,207.6623542
intermediate_capacity,168,34,12,0,0.6470588235,41,27.79154167
high_capacity,168,12,3,0,0.75,15,13.08197917
resource_constrained,169,74,15,5,0.746835443,13,205.5636667
intermediate_capacity,169,24,5,3,0.7037037037,33,27.79154167
high_capacity,169,12,3,0,0.75,15,13.08197917
resource_constrained,170,99,38,3,0.5980392157,32,155.6040833
intermediate_capacity,170,33,13,2,0.5714285714,56,24.33625
high_capacity,170,8,0,1,0.8888888889,16,13.06720833
resource_constrained,171,72,17,9,0.6790123457,12,207.5997292
intermediate_capacity,171,28,6,0,0.7857142857,36,24.93072917
high_capacity,171,10,1,0,0.9,14,13.11922917
resource_constrained,172,98,41,7,0.5428571429,26,156.9935625
intermediate_capacity,172,38,16,0,0.5789473684,49,26.9125
high_capacity,172,12,3,0,0.75,16,13.06720833
resource_constrained,173,93,29,0,0.688172043,21,207.5997292
intermediate_capacity,173,32,10,0,0.6875,66,24.5055625
high_capacity,173,12,3,0,0.75,16,13.06720833
resource_constrained,174,59,0,5,0.921875,38,154.5673125
intermediate_capacity,174,22,0,0,1,78,19.73402083
high_capacity,174,9,0,0,1,16,13.06720833
resource_constrained,175,88,25,1,0.7078651685,16,207.6623542
intermediate_capacity,175,35,13,0,0.6285714286,50,21.58458333
high_capacity,175,12,3,0,0.75,15,13.08197917
resource_constrained,176,68,6,2,0.8857142857,12,156.9935625
intermediate_capacity,176,24,2,0,0.9166666667,38,26.9125
high_capacity,176,9,0,0,1,15,13.08197917
resource_constrained,177,86,23,1,0.724137931,24,200.584375
intermediate_capacity,177,26,5,1,0.7777777778,60,21.58458333
high_capacity,177,11,2,0,0.8181818182,16,13.06720833
resource_constrained,178,81,25,8,0.6292134831,14,156.9935625
intermediate_capacity,178,26,4,0,0.8461538462,50,24.33625
high_capacity,178,12,3,0,0.75,16,13.06720833
resource_constrained,179,93,30,1,0.670212766,20,207.5997292
intermediate_capacity,179,32,10,0,0.6875,59,24.93072917
high_capacity,179,12,3,0,0.75,16,13.06720833
resource_constrained,180,71,12,5,0.7763157895,14,207.5997292
intermediate_capacity,180,23,5,4,0.6666666667,45,24.5055625
high_capacity,180,9,3,3,0.5,15,13.08197917
resource_constrained,181,68,10,6,0.7837837838,21,156.9935625
intermediate_capacity,181,23,3,2,0.8,69,21.58458333
high_capacity,181,11,2,0,0.8181818182,16,13.06720833
resource_constrained,182,84,22,2,0.7209302326,17,207.5997292
intermediate_capacity,182,26,5,1,0.7777777778,58,24.69104167
high_capacity,182,10,1,0,0.9,16,13.06720833
resource_constrained,183,64,3,3,0.9104477612,13,207.5997292
intermediate_capacity,183,21,0,1,0.9545454545,56,24.5055625
high_capacity,183,11,2,0,0.8181818182,16,13.06720833
resource_constrained,184,73,11,2,0.8266666667,17,156.9935625
intermediate_capacity,184,26,4,0,0.8461538462,48,24.33625
high_capacity,184,11,2,0,0.8181818182,15,13.08197917
resource_constrained,185,79,21,6,0.6823529412,18,205.5636667
intermediate_capacity,185,27,6,1,0.75,57,24.33625
high_capacity,185,9,0,0,1,16,13.06720833
resource_constrained,186,78,18,4,0.7317073171,21,156.9935625
intermediate_capacity,186,28,6,0,0.7857142857,58,24.33625
high_capacity,186,9,0,0,1,16,13.06720833
resource_constrained,187,86,26,4,0.6666666667,22,200.584375
intermediate_capacity,187,29,7,0,0.7586206897,30,27.79154167
high_capacity,187,10,1,0,0.9,14,13.11922917
resource_constrained,188,100,36,0,0.64,29,207.5997292
intermediate_capacity,188,29,9,2,0.6451612903,52,21.58458333
high_capacity,188,14,5,0,0.6428571429,16,13.06720833
resource_constrained,189,61,5,8,0.8115942029,17,156.9935625
intermediate_capacity,189,20,1,3,0.8260869565,56,20.11314583
high_capacity,189,9,1,1,0.8,16,13.06720833
resource_constrained,190,89,29,4,0.6451612903,16,205.5636667
intermediate_capacity,190,29,9,2,0.6451612903,32,33.0049375
high_capacity,190,9,0,0,1,14,13.11922917
resource_constrained,191,111,48,1,0.5625,21,207.6623542
intermediate_capacity,191,40,20,2,0.4761904762,44,34.79958333
high_capacity,191,13,4,0,0.6923076923,16,13.06720833
resource_constrained,192,81,18,1,0.7682926829,12,207.6623542
intermediate_capacity,192,31,9,0,0.7096774194,44,33.0049375
high_capacity,192,11,3,1,0.6666666667,16,13.06720833
resource_constrained,193,101,40,3,0.5865384615,34,156.9935625
intermediate_capacity,193,26,7,3,0.6551724138,61,21.58458333
high_capacity,193,10,1,0,0.9,16,13.06720833
resource_constrained,194,61,4,7,0.8382352941,19,156.9935625
intermediate_capacity,194,21,2,3,0.7916666667,60,21.05622917
high_capacity,194,9,1,1,0.8,16,13.06720833
resource_constrained,195,89,29,4,0.6451612903,18,207.6623542
intermediate_capacity,195,27,6,1,0.75,60,24.93072917
high_capacity,195,11,2,0,0.8181818182,16,13.06720833
resource_constrained,196,89,29,4,0.6451612903,23,200.7844167
intermediate_capacity,196,37,15,0,0.5945945946,58,24.33625
high_capacity,196,9,1,1,0.8,16,13.06720833
resource_constrained,197,66,8,6,0.8055555556,17,207.5997292
intermediate_capacity,197,25,5,2,0.7407407407,42,24.5055625
high_capacity,197,12,3,0,0.75,15,13.08197917
resource_constrained,198,63,7,8,0.7887323944,12,156.9935625
intermediate_capacity,198,26,4,0,0.8461538462,30,26.9125
high_capacity,198,9,0,0,1,13,13.11922917
resource_constrained,199,73,9,0,0.8767123288,13,156.9935625
intermediate_capacity,199,26,4,0,0.8461538462,37,27.79154167
high_capacity,199,11,2,0,0.8181818182,15,13.08197917
resource_constrained,200,89,25,0,0.7191011236,10,207.5997292
intermediate_capacity,200,30,8,0,0.7333333333,32,27.79154167
high_capacity,200,8,0,1,0.8888888889,14,13.11922917
resource_constrained,201,74,17,7,0.7037037037,20,154.5673125
intermediate_capacity,201,29,10,3,0.59375,48,24.5055625
high_capacity,201,9,1,1,0.8,16,13.06720833
resource_constrained,202,109,48,3,0.5446428571,21,207.5997292
intermediate_capacity,202,41,19,0,0.5365853659,60,24.33625
high_capacity,202,11,3,1,0.6666666667,16,13.06720833
resource_constrained,203,91,27,0,0.7032967033,26,156.9935625
intermediate_capacity,203,30,9,1,0.6774193548,65,19.73402083
high_capacity,203,13,4,0,0.6923076923,16,13.06720833
resource_constrained,204,80,19,3,0.734939759,17,156.9935625
intermediate_capacity,204,32,10,0,0.6875,38,26.9125
high_capacity,204,9,0,0,1,15,13.08197917
resource_constrained,205,81,21,4,0.7058823529,19,155.6040833
intermediate_capacity,205,33,13,2,0.5714285714,48,24.33625
high_capacity,205,10,3,2,0.5833333333,16,13.06720833
resource_constrained,206,81,19,2,0.7469879518,16,207.5997292
intermediate_capacity,206,30,8,0,0.7333333333,47,27.79154167
high_capacity,206,10,1,0,0.9,16,13.06720833
resource_constrained,207,100,36,0,0.64,15,207.6623542
intermediate_capacity,207,37,15,0,0.5945945946,45,27.79154167
high_capacity,207,11,3,1,0.6666666667,16,13.06720833
resource_constrained,208,81,20,3,0.7261904762,12,207.5997292
intermediate_capacity,208,29,8,1,0.7,37,24.93072917
high_capacity,208,10,1,0,0.9,13,13.11922917
resource_constrained,209,70,12,6,0.7631578947,15,200.584375
intermediate_capacity,209,28,6,0,0.7857142857,28,33.0049375
high_capacity,209,9,0,0,1,15,13.08197917
resource_constrained,210,98,34,0,0.6530612245,21,207.6623542
intermediate_capacity,210,36,14,0,0.6111111111,56,26.9125
high_capacity,210,11,2,0,0.8181818182,16,13.06720833
resource_constrained,211,67,10,7,0.7702702703,10,207.6623542
intermediate_capacity,211,30,8,0,0.7333333333,37,26.9125
high_capacity,211,9,0,0,1,14,13.11922917
resource_constrained,212,77,17,4,0.7407407407,14,156.9935625
intermediate_capacity,212,23,5,4,0.6666666667,56,24.5055625
high_capacity,212,8,0,1,0.8888888889,16,13.06720833
resource_constrained,213,75,13,2,0.8051948052,14,207.6623542
intermediate_capacity,213,30,8,0,0.7333333333,42,33.0049375
high_capacity,213,9,1,1,0.8,16,13.06720833
resource_constrained,214,83,27,8,0.6153846154,17,156.9935625
intermediate_capacity,214,33,13,2,0.5714285714,38,26.9125
high_capacity,214,10,1,0,0.9,15,13.08197917
resource_constrained,215,58,5,11,0.768115942,15,156.9935625
intermediate_capacity,215,22,0,0,1,48,24.93072917
high_capacity,215,9,0,0,1,16,13.06720833
resource_constrained,216,80,18,2,0.756097561,11,207.5997292
intermediate_capacity,216,31,11,2,0.6060606061,32,33.0049375
high_capacity,216,8,0,1,0.8888888889,15,13.08197917
resource_constrained,217,78,16,2,0.775,16,207.5997292
intermediate_capacity,217,29,7,0,0.7586206897,56,25.49491667
high_capacity,217,12,3,0,0.75,16,13.06720833
resource_constrained,218,104,43,3,0.5700934579,34,156.9935625
intermediate_capacity,218,43,21,0,0.511627907,63,24.33625
high_capacity,218,11,2,0,0.8181818182,16,13.06720833
resource_constrained,219,78,16,2,0.775,28,156.9935625
intermediate_capacity,219,28,6,0,0.7857142857,68,21.05622917
high_capacity,219,12,3,0,0.75,16,13.06720833
resource_constrained,220,83,22,3,0.7093023256,13,207.6623542
intermediate_capacity,220,32,11,1,0.6363636364,51,25.49491667
high_capacity,220,12,3,0,0.75,16,13.06720833
resource_constrained,221,101,38,1,0.6176470588,21,200.7844167
intermediate_capacity,221,34,12,0,0.6470588235,48,24.93072917
high_capacity,221,11,2,0,0.8181818182,16,13.06720833
resource_constrained,222,83,19,0,0.7710843373,21,205.5636667
intermediate_capacity,222,27,5,0,0.8148148148,52,24.33625
high_capacity,222,9,0,0,1,16,13.06720833
resource_constrained,223,85,25,4,0.6741573034,17,205.5636667
intermediate_capacity,223,25,6,3,0.6785714286,48,24.93072917
high_capacity,223,12,3,0,0.75,16,13.06720833
resource_constrained,224,86,25,3,0.6853932584,33,156.9935625
intermediate_capacity,224,34,12,0,0.6470588235,79,20.11314583
high_capacity,224,8,0,1,0.8888888889,16,13.06720833
resource_constrained,225,81,21,4,0.7058823529,14,156.9935625
intermediate_capacity,225,29,10,3,0.59375,48,24.5055625
high_capacity,225,8,0,1,0.8888888889,16,13.06720833
resource_constrained,226,84,20,0,0.7619047619,15,156.9935625
intermediate_capacity,226,31,9,0,0.7096774194,39,24.93072917
high_capacity,226,11,2,0,0.8181818182,14,13.11922917
resource_constrained,227,70,8,2,0.8611111111,24,156.9935625
intermediate_capacity,227,25,3,0,0.88,63,21.58458333
high_capacity,227,8,0,1,0.8888888889,16,13.06720833
resource_constrained,228,85,21,0,0.7529411765,14,156.9935625
intermediate_capacity,228,28,7,1,0.724137931,48,24.5055625
high_capacity,228,12,3,0,0.75,16,13.06720833
resource_constrained,229,67,7,4,0.8450704225,18,156.9935625
intermediate_capacity,229,22,1,1,0.9130434783,51,24.93072917
high_capacity,229,7,0,2,0.7777777778,16,13.06720833
resource_constrained,230,82,24,6,0.6590909091,18,156.9935625
intermediate_capacity,230,27,7,2,0.6896551724,48,24.33625
high_capacity,230,10,1,0,0.9,15,13.08197917
resource_constrained,231,80,18,2,0.756097561,19,156.9935625
intermediate_capacity,231,28,6,0,0.7857142857,52,24.93072917
high_capacity,231,9,0,0,1,16,13.06720833
resource_constrained,232,63,7,8,0.7887323944,20,156.9935625
intermediate_capacity,232,23,3,2,0.8,60,21.05622917
high_capacity,232,10,2,1,0.7272727273,16,13.06720833
resource_constrained,233,67,11,8,0.7466666667,13,207.5997292
intermediate_capacity,233,26,4,0,0.8461538462,38,24.93072917
high_capacity,233,10,1,0,0.9,14,13.11922917
resource_constrained,234,70,11,5,0.7866666667,10,207.6623542
intermediate_capacity,234,33,11,0,0.6666666667,31,33.0049375
high_capacity,234,9,0,0,1,14,13.11922917
resource_constrained,235,81,18,1,0.7682926829,12,207.5997292
intermediate_capacity,235,31,9,0,0.7096774194,50,26.9125
high_capacity,235,11,2,0,0.8181818182,16,13.06720833
resource_constrained,236,62,5,7,0.8260869565,33,155.6040833
intermediate_capacity,236,25,3,0,0.88,68,21.58458333
high_capacity,236,9,0,0,1,16,13.06720833
resource_constrained,237,67,8,5,0.8194444444,24,156.9935625
intermediate_capacity,237,24,2,0,0.9166666667,60,20.11314583
high_capacity,237,10,1,0,0.9,16,13.06720833
resource_constrained,238,74,13,3,0.7922077922,21,207.6623542
intermediate_capacity,238,27,5,0,0.8148148148,51,24.33625
high_capacity,238,9,0,0,1,14,13.11922917
resource_constrained,239,91,29,2,0.6666666667,27,156.9935625
intermediate_capacity,239,33,12,1,0.6176470588,65,22.29260417
high_capacity,239,9,1,1,0.8,16,13.06720833
resource_constrained,240,94,34,4,0.612244898,32,156.9935625
intermediate_capacity,240,31,11,2,0.6060606061,62,24.33625
high_capacity,240,8,0,1,0.8888888889,16,13.06720833
resource_constrained,241,101,41,4,0.5714285714,22,205.5636667
intermediate_capacity,241,37,15,0,0.5945945946,55,24.93072917
high_capacity,241,12,3,0,0.75,16,13.06720833
resource_constrained,242,90,26,0,0.7111111111,27,200.7844167
intermediate_capacity,242,31,10,1,0.65625,66,19.73402083
high_capacity,242,12,3,0,0.75,16,13.06720833
resource_constrained,243,69,14,9,0.7051282051,21,207.5997292
intermediate_capacity,243,26,4,0,0.8461538462,59,21.58458333
high_capacity,243,12,3,0,0.75,16,13.06720833
resource_constrained,244,71,10,3,0.8243243243,14,156.9935625
intermediate_capacity,244,24,3,1,0.84,41,24.93072917
high_capacity,244,10,2,1,0.7272727273,16,13.06720833
resource_constrained,245,81,21,4,0.7058823529,35,156.9935625
intermediate_capacity,245,23,3,2,0.8,57,20.11314583
high_capacity,245,12,3,0,0.75,16,13.06720833
resource_constrained,246,75,14,3,0.7820512821,17,156.9935625
intermediate_capacity,246,24,5,3,0.7037037037,63,21.05622917
high_capacity,246,8,0,1,0.8888888889,16,13.06720833
resource_constrained,247,63,8,9,0.7638888889,17,156.9935625
intermediate_capacity,247,18,1,5,0.7391304348,45,21.58458333
high_capacity,247,7,1,3,0.6,15,13.08197917
resource_constrained,248,72,13,5,0.7662337662,15,156.9935625
intermediate_capacity,248,23,4,3,0.7307692308,55,24.69104167
high_capacity,248,7,1,3,0.6,16,13.06720833
resource_constrained,249,76,15,3,0.7721518987,18,156.9935625
intermediate_capacity,249,24,4,2,0.7692307692,74,21.05622917
high_capacity,249,10,1,0,0.9,16,13.06720833
resource_constrained,250,93,33,4,0.618556701,36,156.9935625
intermediate_capacity,250,27,8,3,0.6333333333,50,21.58458333
high_capacity,250,10,1,0,0.9,16,13.06720833
resource_constrained,251,83,19,0,0.7710843373,24,156.9935625
intermediate_capacity,251,35,13,0,0.6285714286,57,21.58458333
high_capacity,251,12,3,0,0.75,16,13.06720833
resource_constrained,252,103,41,2,0.5904761905,28,156.9935625
intermediate_capacity,252,34,12,0,0.6470588235,55,24.33625
high_capacity,252,12,3,0,0.75,16,13.06720833
resource_constrained,253,56,2,10,0.8181818182,16,205.5636667
intermediate_capacity,253,21,1,2,0.8695652174,57,21.58458333
high_capacity,253,8,0,1,0.8888888889,16,13.06720833
resource_constrained,254,86,22,0,0.7441860465,18,207.5997292
intermediate_capacity,254,29,8,1,0.7,45,24.93072917
high_capacity,254,12,3,0,0.75,15,13.08197917
resource_constrained,255,78,16,2,0.775,19,156.9935625
intermediate_capacity,255,28,7,1,0.724137931,51,25.49491667
high_capacity,255,9,0,0,1,16,13.06720833
resource_constrained,256,75,15,4,0.7594936709,18,156.9935625
intermediate_capacity,256,22,3,3,0.76,57,21.05622917
high_capacity,256,9,1,1,0.8,16,13.06720833
resource_constrained,257,114,50,0,0.5614035088,22,207.6623542
intermediate_capacity,257,38,16,0,0.5789473684,48,27.79154167
high_capacity,257,11,3,1,0.6666666667,16,13.06720833
resource_constrained,258,86,25,3,0.6853932584,16,207.5997292
intermediate_capacity,258,25,5,2,0.7407407407,58,21.05622917
high_capacity,258,12,3,0,0.75,16,13.06720833
resource_constrained,259,88,27,3,0.6703296703,26,156.9935625
intermediate_capacity,259,29,9,2,0.6451612903,57,21.58458333
high_capacity,259,11,2,0,0.8181818182,16,13.06720833
resource_constrained,260,74,12,2,0.8157894737,10,207.6623542
intermediate_capacity,260,27,5,0,0.8148148148,27,33.0049375
high_capacity,260,9,0,0,1,13,13.11922917
resource_constrained,261,79,15,0,0.8101265823,14,207.5997292
intermediate_capacity,261,26,5,1,0.7777777778,62,21.58458333
high_capacity,261,9,0,0,1,16,13.06720833
resource_constrained,262,96,32,0,0.6666666667,25,155.6040833
intermediate_capacity,262,37,15,0,0.5945945946,46,24.33625
high_capacity,262,9,0,0,1,15,13.08197917
resource_constrained,263,97,33,0,0.6597938144,22,207.5997292
intermediate_capacity,263,32,11,1,0.6363636364,49,33.0049375
high_capacity,263,12,3,0,0.75,16,13.06720833
resource_constrained,264,85,21,0,0.7529411765,13,207.6623542
intermediate_capacity,264,29,7,0,0.7586206897,48,25.49491667
high_capacity,264,11,3,1,0.6666666667,16,13.06720833
resource_constrained,265,71,11,4,0.8,21,156.9935625
intermediate_capacity,265,25,3,0,0.88,70,21.05622917
high_capacity,265,9,0,0,1,16,13.06720833
resource_constrained,266,69,12,7,0.75,14,156.9935625
intermediate_capacity,266,28,9,3,0.6129032258,44,24.5055625
high_capacity,266,10,1,0,0.9,15,13.08197917
resource_constrained,267,81,21,4,0.7058823529,27,205.5636667
intermediate_capacity,267,31,9,0,0.7096774194,52,21.58458333
high_capacity,267,12,3,0,0.75,15,13.08197917
resource_constrained,268,74,13,3,0.7922077922,23,156.9935625
intermediate_capacity,268,26,4,0,0.8461538462,46,24.33625
high_capacity,268,11,2,0,0.8181818182,15,13.08197917
resource_constrained,269,114,50,0,0.5614035088,22,207.6623542
intermediate_capacity,269,47,26,1,0.4375,63,24.5055625
high_capacity,269,15,6,0,0.6,16,13.06720833
resource_constrained,270,117,53,0,0.547008547,22,207.5997292
intermediate_capacity,270,38,16,0,0.5789473684,58,27.79154167
high_capacity,270,11,3,1,0.6666666667,16,13.06720833
resource_constrained,271,96,33,1,0.6494845361,18,207.5997292
intermediate_capacity,271,32,10,0,0.6875,62,24.69104167
high_capacity,271,10,1,0,0.9,16,13.06720833
resource_constrained,272,84,20,0,0.7619047619,13,207.5997292
intermediate_capacity,272,27,5,0,0.8148148148,40,33.0049375
high_capacity,272,10,1,0,0.9,15,13.08197917
resource_constrained,273,73,13,4,0.7792207792,21,207.5997292
intermediate_capacity,273,25,3,0,0.88,68,21.58458333
high_capacity,273,9,1,1,0.8,16,13.06720833
resource_constrained,274,83,19,0,0.7710843373,23,156.9935625
intermediate_capacity,274,30,9,1,0.6774193548,39,25.49491667
high_capacity,274,13,4,0,0.6923076923,16,13.06720833
resource_constrained,275,83,22,3,0.7093023256,15,207.5997292
intermediate_capacity,275,27,7,2,0.6896551724,55,24.5055625
high_capacity,275,12,3,0,0.75,16,13.06720833
resource_constrained,276,77,19,6,0.6987951807,14,156.9935625
intermediate_capacity,276,25,5,2,0.7407407407,46,24.33625
high_capacity,276,9,1,1,0.8,15,13.08197917
resource_constrained,277,56,2,10,0.8181818182,18,156.9935625
intermediate_capacity,277,19,1,4,0.7826086957,55,21.58458333
high_capacity,277,8,0,1,0.8888888889,16,13.06720833
resource_constrained,278,75,11,0,0.8533333333,16,156.9935625
intermediate_capacity,278,25,3,0,0.88,48,24.33625
high_capacity,278,9,0,0,1,15,13.08197917
resource_constrained,279,65,6,5,0.8428571429,20,156.9935625
intermediate_capacity,279,25,3,0,0.88,49,24.33625
high_capacity,279,8,0,1,0.8888888889,16,13.06720833
resource_constrained,280,84,20,0,0.7619047619,18,156.9935625
intermediate_capacity,280,30,10,2,0.625,48,21.58458333
high_capacity,280,11,2,0,0.8181818182,16,13.06720833
resource_constrained,281,79,18,3,0.743902439,17,207.5997292
intermediate_capacity,281,27,5,0,0.8148148148,49,25.49491667
high_capacity,281,9,1,1,0.8,16,13.06720833
resource_constrained,282,67,8,5,0.8194444444,17,156.9935625
intermediate_capacity,282,24,4,2,0.7692307692,45,26.9125
high_capacity,282,8,0,1,0.8888888889,16,13.06720833
resource_constrained,283,83,23,4,0.6896551724,16,207.5997292
intermediate_capacity,283,32,11,1,0.6363636364,48,24.69104167
high_capacity,283,9,1,1,0.8,15,13.08197917
resource_constrained,284,74,16,6,0.725,18,156.9935625
intermediate_capacity,284,28,7,1,0.724137931,65,24.10502083
high_capacity,284,8,0,1,0.8888888889,16,13.06720833
resource_constrained,285,78,20,6,0.6904761905,11,207.6623542
intermediate_capacity,285,29,7,0,0.7586206897,35,27.79154167
high_capacity,285,8,0,1,0.8888888889,14,13.11922917
resource_constrained,286,67,9,6,0.7945205479,12,156.9935625
intermediate_capacity,286,21,2,3,0.7916666667,38,25.49491667
high_capacity,286,8,0,1,0.8888888889,15,13.08197917
resource_constrained,287,78,15,1,0.7974683544,25,156.9935625
intermediate_capacity,287,25,4,1,0.8076923077,58,20.11314583
high_capacity,287,10,1,0,0.9,16,13.06720833
resource_constrained,288,83,22,3,0.7093023256,19,156.9935625
intermediate_capacity,288,28,10,4,0.5625,63,21.05622917
high_capacity,288,8,2,3,0.5454545455,16,13.06720833
resource_constrained,289,96,34,2,0.6326530612,16,207.5997292
intermediate_capacity,289,32,12,2,0.5882352941,37,33.0049375
high_capacity,289,13,4,0,0.6923076923,15,13.08197917
resource_constrained,290,89,30,5,0.6276595745,21,156.9935625
intermediate_capacity,290,31,11,2,0.6060606061,54,21.58458333
high_capacity,290,11,2,0,0.8181818182,16,13.06720833
resource_constrained,291,75,13,2,0.8051948052,21,205.5636667
intermediate_capacity,291,25,4,1,0.8076923077,57,24.33625
high_capacity,291,8,0,1,0.8888888889,16,13.06720833
resource_constrained,292,78,16,2,0.775,26,156.9935625
intermediate_capacity,292,29,7,0,0.7586206897,51,24.93072917
high_capacity,292,9,0,0,1,16,13.06720833
resource_constrained,293,73,17,8,0.6913580247,28,156.9935625
intermediate_capacity,293,28,8,2,0.6666666667,64,21.05622917
high_capacity,293,12,3,0,0.75,16,13.06720833
resource_constrained,294,79,16,1,0.7875,18,207.5997292
intermediate_capacity,294,31,9,0,0.7096774194,39,24.33625
high_capacity,294,10,1,0,0.9,14,13.11922917
resource_constrained,295,89,25,0,0.7191011236,18,207.5997292
intermediate_capacity,295,31,9,0,0.7096774194,58,24.33625
high_capacity,295,11,3,1,0.6666666667,16,13.06720833
resource_constrained,296,86,24,2,0.7045454545,15,207.5997292
intermediate_capacity,296,28,7,1,0.724137931,48,24.93072917
high_capacity,296,12,3,0,0.75,16,13.06720833
resource_constrained,297,84,25,5,0.6629213483,16,156.9935625
intermediate_capacity,297,32,15,5,0.4594594595,49,21.05622917
high_capacity,297,8,2,3,0.5454545455,16,13.06720833
resource_constrained,298,98,36,2,0.62,29,156.9935625
intermediate_capacity,298,37,17,2,0.5128205128,61,24.33625
high_capacity,298,9,1,1,0.8,16,13.06720833
resource_constrained,299,73,12,3,0.8026315789,26,156.9935625
intermediate_capacity,299,27,5,0,0.8148148148,63,21.58458333
high_capacity,299,9,0,0,1,16,13.06720833
resource_constrained,300,104,41,1,0.6,25,207.5997292
intermediate_capacity,300,36,15,1,0.5675675676,67,24.5055625
high_capacity,300,11,2,0,0.8181818182,16,13.06720833
resource_constrained,301,82,29,11,0.5698924731,16,205.5636667
intermediate_capacity,301,30,8,0,0.7333333333,40,24.93072917
high_capacity,301,9,0,0,1,15,13.08197917
resource_constrained,302,86,22,0,0.7441860465,18,207.5997292
intermediate_capacity,302,31,9,0,0.7096774194,48,24.93072917
high_capacity,302,11,2,0,0.8181818182,16,13.06720833
resource_constrained,303,72,11,3,0.8133333333,13,207.6623542
intermediate_capacity,303,25,3,0,0.88,33,26.9125
high_capacity,303,11,2,0,0.8181818182,13,13.11922917
resource_constrained,304,93,29,0,0.688172043,19,205.2228542
intermediate_capacity,304,30,8,0,0.7333333333,49,24.69104167
high_capacity,304,8,0,1,0.8888888889,16,13.06720833
resource_constrained,305,59,3,8,0.8358208955,21,156.9935625
intermediate_capacity,305,23,1,0,0.9565217391,61,21.05622917
high_capacity,305,10,1,0,0.9,16,13.06720833
resource_constrained,306,76,18,6,0.7073170732,13,207.6623542
intermediate_capacity,306,28,6,0,0.7857142857,35,33.0049375
high_capacity,306,11,2,0,0.8181818182,15,13.08197917
resource_constrained,307,74,16,6,0.725,10,207.5997292
intermediate_capacity,307,25,5,2,0.7407407407,32,27.79154167
high_capacity,307,9,1,1,0.8,15,13.08197917
resource_constrained,308,82,23,5,0.6781609195,20,156.9935625
intermediate_capacity,308,26,9,5,0.5483870968,73,21.05622917
high_capacity,308,9,3,3,0.5,16,13.06720833
resource_constrained,309,65,5,4,0.8695652174,20,156.9935625
intermediate_capacity,309,22,2,2,0.8333333333,70,21.05622917
high_capacity,309,12,3,0,0.75,16,13.06720833
resource_constrained,310,78,16,2,0.775,20,156.9935625
intermediate_capacity,310,29,7,0,0.7586206897,50,24.33625
high_capacity,310,9,0,0,1,15,13.08197917
resource_constrained,311,73,17,8,0.6913580247,29,155.6040833
intermediate_capacity,311,31,9,0,0.7096774194,61,24.33625
high_capacity,311,10,1,0,0.9,16,13.06720833
resource_constrained,312,76,15,3,0.7721518987,12,156.9935625
intermediate_capacity,312,24,5,3,0.7037037037,48,26.9125
high_capacity,312,10,3,2,0.5833333333,16,13.06720833
resource_constrained,313,87,23,0,0.7356321839,20,156.9935625
intermediate_capacity,313,34,12,0,0.6470588235,46,24.93072917
high_capacity,313,10,1,0,0.9,16,13.06720833
resource_constrained,314,72,11,3,0.8133333333,13,156.9935625
intermediate_capacity,314,24,2,0,0.9166666667,40,24.93072917
high_capacity,314,9,0,0,1,15,13.08197917
resource_constrained,315,68,10,6,0.7837837838,18,207.5997292
intermediate_capacity,315,24,4,2,0.7692307692,46,24.5055625
