trial_id,experiment,master_seed,facility,profile,portfolio,entry_point,entry_node,n_nodes,n_edges,segmentation,patch_coverage,realized_patch_fraction,detection_delay,isolation_success,backup_strategy,identity_controls,rapid_isolation,total_compromised,pct_compromised,peak_compromised,zones_reached,lateral_movements,containment_step,backup_compromised,identity_compromised,ehr_downtime_steps,laboratory_downtime_steps,pharmacy_downtime_steps,imaging_downtime_steps,scheduling_downtime_steps,identity_downtime_steps,backup_recovery_downtime_steps,services_disrupted_count,total_service_downtime_steps,weighted_service_hours_lost,pct_clinical_capacity_lost,catastrophic,defensive_isolation_node_steps,recovery_step,recovered_within_horizon,pct_services_restored,unrecoverable_nodes,backups_available,steps_simulated,portfolio_cost
185,main,20260713,regional_hospital,intermediate_capacity,basic_segmentation,vendor_connection,280,281,1504,basic,0.5,0.4733,12,0.7,connected,0,0,218,0.7758007117,218,10,222,172,1,1,157,157,157,155,155,155,125,7,1061,202.225,0.8155637255,1,354,-1,0,0,66,0,192,3
186,main,20260713,regional_hospital,intermediate_capacity,patch_90,workstation,115,298,2359,flat,0.9,0.8121,12,0.7,connected,0,0,1,0.003355704698,1,1,0,5,0,0,8,16,8,16,8,8,0,6,64,12.4,0.06004901961,0,1006,104,1,1,0,1,192,4
187,main,20260713,regional_hospital,intermediate_capacity,patch_90,workstation,74,216,1766,flat,0.9,0.8287,12,0.7,connected,0,0,157,0.7268518519,157,10,159,135,1,1,129,161,145,167,168,129,145,7,1044,193.875,0.7738970588,1,248,190,1,0.8571428571,53,0,192,4
188,main,20260713,regional_hospital,intermediate_capacity,patch_90,internet_facing,239,247,1968,flat,0.9,0.7976,12,0.7,connected,0,0,192,0.7773279352,192,10,198,108,1,1,121,141,136,156,183,121,141,7,999,183.025,0.7129289216,1,221,166,1,0.8571428571,64,0,192,4
189,main,20260713,regional_hospital,intermediate_capacity,patch_90,internet_facing,294,298,2394,flat,0.9,0.8389,12,0.7,connected,0,0,224,0.7516778523,224,10,228,150,1,1,154,172,166,179,175,154,180,7,1180,220.725,0.8674938725,1,347,-1,0,0.5714285714,77,0,192,4
190,main,20260713,regional_hospital,intermediate_capacity,patch_90,vendor_connection,272,273,2149,flat,0.9,0.8462,12,0.7,connected,0,0,2,0.007326007326,2,2,1,5,0,0,8,0,0,0,0,0,0,1,8,2,0.01225490196,0,892,95,1,1,0,1,192,4
191,main,20260713,regional_hospital,intermediate_capacity,patch_90,vendor_connection,207,208,1639,flat,0.9,0.8606,12,0.7,connected,0,0,173,0.8317307692,173,10,175,117,1,1,114,139,127,146,166,114,155,7,961,175.925,0.6766237745,1,313,-1,0,0.7142857143,54,0,192,4
192,main,20260713,regional_hospital,intermediate_capacity,fast_detection,workstation,62,204,1626,flat,0.5,0.4167,6,0.95,connected,0,1,2,0.009803921569,2,1,1,4,0,0,0,0,0,0,8,0,0,1,8,0.8,0,0,232,0,1,1,0,1,72,8
193,main,20260713,regional_hospital,intermediate_capacity,fast_detection,workstation,77,290,2338,flat,0.5,0.4414,6,0.95,connected,0,1,205,0.7068965517,205,10,211,79,1,1,88,103,93,112,157,88,110,7,751,135.125,0.5093443627,1,526,130,1,1,67,0,192,8
194,main,20260713,regional_hospital,intermediate_capacity,fast_detection,internet_facing,232,238,1872,flat,0.5,0.4748,6,0.95,connected,0,1,1,0.004201680672,1,1,0,1,0,0,0,0,0,8,0,0,0,1,8,1.4,0.008578431373,0,728,97,1,1,0,1,176,8
195,main,20260713,regional_hospital,intermediate_capacity,fast_detection,internet_facing,202,209,1611,flat,0.5,0.3971,6,0.95,connected,0,1,159,0.7607655502,159,10,162,55,1,1,72,88,77,112,137,71,98,7,655,116.9,0.4443933824,1,303,189,1,1,53,0,192,8
196,main,20260713,regional_hospital,intermediate_capacity,fast_detection,vendor_connection,262,263,2150,flat,0.5,0.4601,6,0.95,connected,0,1,180,0.6844106464,180,10,188,56,1,1,79,85,78,104,134,71,93,7,644,115.825,0.4442401961,1,473,109,1,1,64,0,192,8
197,main,20260713,regional_hospital,intermediate_capacity,fast_detection,vendor_connection,273,274,2097,flat,0.5,0.5292,6,0.95,connected,0,1,127,0.4635036496,127,10,131,75,1,1,67,81,67,91,109,59,0,6,474,88.125,0.3918504902,1,577,170,1,1,40,0,192,8
198,main,20260713,regional_hospital,intermediate_capacity,isolated_backups,workstation,74,270,2048,flat,0.5,0.4815,12,0.7,isolated,0,0,226,0.837037037,226,9,238,106,0,1,97,103,99,105,115,97,0,6,616,118.825,0.5238970588,1,386,121,1,1,0,1,192,2
199,main,20260713,regional_hospital,intermediate_capacity,isolated_backups,workstation,1,219,1701,flat,0.5,0.4566,12,0.7,isolated,0,0,183,0.8356164384,183,9,199,104,0,1,98,111,103,104,117,96,8,7,637,122.575,0.5396752451,1,421,173,1,1,0,1,192,2
200,main,20260713,regional_hospital,intermediate_capacity,isolated_backups,internet_facing,281,284,2186,flat,0.5,0.4718,12,0.7,isolated,0,0,247,0.8697183099,247,9,267,98,0,1,95,101,102,101,114,94,0,6,607,117.125,0.5182291667,1,328,112,1,1,0,1,171,2
201,main,20260713,regional_hospital,intermediate_capacity,isolated_backups,internet_facing,244,252,1879,flat,0.5,0.4881,12,0.7,isolated,0,0,204,0.8095238095,204,9,211,155,0,1,142,147,144,151,159,142,0,6,885,171.575,0.7581188725,1,255,168,1,1,0,1,192,2
202,main,20260713,regional_hospital,intermediate_capacity,isolated_backups,vendor_connection,289,290,2156,flat,0.5,0.4621,12,0.7,isolated,0,0,251,0.8655172414,251,9,258,145,0,1,155,148,146,159,171,144,0,6,923,178.525,0.7905943627,1,273,178,1,1,0,1,192,2
203,main,20260713,regional_hospital,intermediate_capacity,isolated_backups,vendor_connection,274,275,2105,flat,0.5,0.4145,12,0.7,isolated,0,0,232,0.8436363636,232,9,251,102,0,1,104,101,98,110,126,92,8,7,639,122,0.5361519608,1,482,121,1,0.8571428571,0,1,192,2
204,main,20260713,regional_hospital,intermediate_capacity,full_defense,workstation,51,270,1142,least_privilege,0.9,0.837,6,0.95,isolated,1,1,2,0.007407407407,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,1,1,0,1,99,23
205,main,20260713,regional_hospital,intermediate_capacity,full_defense,workstation,31,256,1090,least_privilege,0.9,0.8281,6,0.95,isolated,1,1,4,0.015625,4,1,3,6,0,0,8,8,8,8,8,8,0,6,48,9.4,0.04166666667,0,768,76,1,1,0,1,192,23
206,main,20260713,regional_hospital,intermediate_capacity,full_defense,internet_facing,282,293,1240,least_privilege,0.9,0.8089,6,0.95,isolated,1,1,1,0.003412969283,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,23
207,main,20260713,regional_hospital,intermediate_capacity,full_defense,internet_facing,264,272,1180,least_privilege,0.9,0.8199,6,0.95,isolated,1,1,1,0.003676470588,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,1,1,0,1,147,23
208,main,20260713,regional_hospital,intermediate_capacity,full_defense,vendor_connection,287,288,1247,least_privilege,0.9,0.8403,6,0.95,isolated,1,1,3,0.01041666667,3,1,2,13,0,0,0,8,0,8,0,0,0,2,16,3,0.01838235294,0,883,124,1,1,0,1,192,23
209,main,20260713,regional_hospital,intermediate_capacity,full_defense,vendor_connection,247,248,1058,least_privilege,0.9,0.8306,6,0.95,isolated,1,1,3,0.01209677419,3,2,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,1,1,0,1,36,23
210,main,20260713,regional_hospital,high_capacity,baseline_flat,workstation,41,296,2512,flat,0.75,0.6723,3,0.9,connected,0,0,1,0.003378378378,1,1,0,4,0,0,8,8,8,8,8,8,8,7,56,10.6,0.04166666667,0,988,120,1,1,0,1,192,0
211,main,20260713,regional_hospital,high_capacity,baseline_flat,workstation,103,258,2150,flat,0.75,0.7287,3,0.9,connected,0,0,57,0.2209302326,57,10,57,33,1,1,28,38,16,0,8,0,8,5,98,20.2,0.1115196078,1,687,136,1,1,30,0,192,0
212,main,20260713,regional_hospital,high_capacity,baseline_flat,internet_facing,212,220,1842,flat,0.75,0.7045,3,0.9,connected,0,0,16,0.07272727273,16,7,15,15,0,0,8,0,0,0,0,0,0,1,8,2,0.01225490196,0,624,47,1,1,0,1,181,0
213,main,20260713,regional_hospital,high_capacity,baseline_flat,internet_facing,205,209,1801,flat,0.75,0.7368,3,0.9,connected,0,0,6,0.02870813397,6,4,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,1,1,3,0,79,0
214,main,20260713,regional_hospital,high_capacity,baseline_flat,vendor_connection,268,269,2279,flat,0.75,0.7546,3,0.9,connected,0,0,1,0.003717472119,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,1,9,0
215,main,20260713,regional_hospital,high_capacity,baseline_flat,vendor_connection,229,230,1955,flat,0.75,0.7261,3,0.9,connected,0,0,76,0.3304347826,76,10,76,50,1,1,55,67,60,76,57,55,70,7,440,82.525,0.3305759804,1,392,131,1,1,33,0,141,0
216,main,20260713,regional_hospital,high_capacity,profile_baseline,workstation,55,232,1032,least_privilege,0.75,0.7371,3,0.9,isolated,0,0,2,0.008620689655,2,1,1,5,0,0,0,0,0,8,0,0,0,1,8,1.4,0.008578431373,0,200,13,1,1,0,1,54,0
217,main,20260713,regional_hospital,high_capacity,profile_baseline,workstation,11,207,887,least_privilege,0.75,0.715,3,0.9,isolated,0,0,1,0.004830917874,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,1,0,1,21,0
218,main,20260713,regional_hospital,high_capacity,profile_baseline,internet_facing,262,273,1225,least_privilege,0.75,0.7033,3,0.9,isolated,0,0,2,0.007326007326,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,1,1,0,1,27,0
219,main,20260713,regional_hospital,high_capacity,profile_baseline,internet_facing,204,208,923,least_privilege,0.75,0.726,3,0.9,isolated,0,0,1,0.004807692308,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,1,0,1,19,0
220,main,20260713,regional_hospital,high_capacity,profile_baseline,vendor_connection,265,266,1197,least_privilege,0.75,0.7218,3,0.9,isolated,0,0,1,0.003759398496,1,1,0,3,0,0,0,0,8,0,8,0,0,2,16,2.6,0.01102941176,0,312,16,1,1,0,1,73,0
221,main,20260713,regional_hospital,high_capacity,profile_baseline,vendor_connection,207,208,923,least_privilege,0.75,0.6971,3,0.9,isolated,0,0,1,0.004807692308,1,1,0,5,0,0,0,0,0,8,0,0,0,1,8,1.4,0.008578431373,0,176,57,1,1,0,1,68,0
222,main,20260713,regional_hospital,high_capacity,basic_segmentation,workstation,20,200,1127,basic,0.75,0.7,3,0.9,connected,0,0,1,0.005,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,1,1,0,1,57,3
223,main,20260713,regional_hospital,high_capacity,basic_segmentation,workstation,77,200,1111,basic,0.75,0.735,3,0.9,connected,0,0,3,0.015,3,2,2,5,0,0,0,16,8,0,0,0,8,3,32,6.2,0.0306372549,0,464,157,1,1,0,1,167,3
224,main,20260713,regional_hospital,high_capacity,basic_segmentation,internet_facing,221,223,1241,basic,0.75,0.722,3,0.9,connected,0,0,1,0.004484304933,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,1,1,0,1,67,3
225,main,20260713,regional_hospital,high_capacity,basic_segmentation,internet_facing,278,280,1630,basic,0.75,0.7393,3,0.9,connected,0,0,1,0.003571428571,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,1,1,0,1,53,3
226,main,20260713,regional_hospital,high_capacity,basic_segmentation,vendor_connection,279,280,1618,basic,0.75,0.7286,3,0.9,connected,0,0,3,0.01071428571,3,2,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88,0,1,1,0,1,31,3
227,main,20260713,regional_hospital,high_capacity,basic_segmentation,vendor_connection,295,296,1691,basic,0.75,0.7196,3,0.9,connected,0,0,1,0.003378378378,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,1,1,0,1,87,3
228,main,20260713,regional_hospital,high_capacity,patch_90,workstation,87,231,1981,flat,0.9,0.8615,3,0.9,connected,0,0,1,0.004329004329,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,1,0,1,14,2
229,main,20260713,regional_hospital,high_capacity,patch_90,workstation,3,244,2095,flat,0.9,0.8689,3,0.9,connected,0,0,1,0.004098360656,1,1,0,2,0,0,0,0,0,0,8,0,0,1,8,0.8,0,0,680,0,1,1,0,1,165,2
230,main,20260713,regional_hospital,high_capacity,patch_90,internet_facing,267,278,2437,flat,0.9,0.8705,3,0.9,connected,0,0,1,0.003597122302,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,1,0,1,13,2
231,main,20260713,regional_hospital,high_capacity,patch_90,internet_facing,195,200,1766,flat,0.9,0.85,3,0.9,connected,0,0,2,0.01,2,2,1,10,0,0,8,8,8,8,8,8,8,7,56,10.6,0.04166666667,0,240,35,1,1,0,1,72,2
232,main,20260713,regional_hospital,high_capacity,patch_90,vendor_connection,251,252,2111,flat,0.9,0.8611,3,0.9,connected,0,0,1,0.003968253968,1,1,0,2,0,0,0,8,0,0,0,0,8,2,16,2.8,0.009803921569,0,432,58,1,1,0,1,115,2
233,main,20260713,regional_hospital,high_capacity,patch_90,vendor_connection,236,237,2025,flat,0.9,0.8692,3,0.9,connected,0,0,1,0.004219409283,1,1,0,4,0,0,8,8,16,8,8,8,16,7,72,13.6,0.05269607843,0,544,133,1,1,0,1,136,2
234,main,20260713,regional_hospital,high_capacity,fast_detection,workstation,62,232,1972,flat,0.75,0.7759,1,0.95,connected,0,1,1,0.004310344828,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,8
235,main,20260713,regional_hospital,high_capacity,fast_detection,workstation,79,214,1851,flat,0.75,0.757,1,0.95,connected,0,1,1,0.004672897196,1,1,0,1,0,0,0,0,0,8,8,0,0,2,16,2.2,0.008578431373,0,504,12,1,1,0,1,126,8
236,main,20260713,regional_hospital,high_capacity,fast_detection,internet_facing,253,257,2185,flat,0.75,0.7665,1,0.95,connected,0,1,2,0.007782101167,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,8
237,main,20260713,regional_hospital,high_capacity,fast_detection,internet_facing,275,287,2509,flat,0.75,0.6969,1,0.95,connected,0,1,1,0.003484320557,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,8
238,main,20260713,regional_hospital,high_capacity,fast_detection,vendor_connection,215,216,1811,flat,0.75,0.7454,1,0.95,connected,0,1,1,0.00462962963,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,8
239,main,20260713,regional_hospital,high_capacity,fast_detection,vendor_connection,239,240,2033,flat,0.75,0.7208,1,0.95,connected,0,1,1,0.004166666667,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,8
240,main,20260713,regional_hospital,high_capacity,isolated_backups,workstation,96,260,2089,flat,0.75,0.6846,3,0.9,isolated,0,0,3,0.01153846154,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,1,9,2
241,main,20260713,regional_hospital,high_capacity,isolated_backups,workstation,13,247,1981,flat,0.75,0.7773,3,0.9,isolated,0,0,1,0.004048582996,1,1,0,2,0,0,0,8,0,0,0,0,0,1,8,1.6,0.009803921569,0,256,47,1,1,0,1,55,2
242,main,20260713,regional_hospital,high_capacity,isolated_backups,internet_facing,276,283,2336,flat,0.75,0.6608,3,0.9,isolated,0,0,52,0.183745583,52,9,51,35,0,1,8,13,8,8,8,8,0,6,53,10.4,0.04779411765,0,552,94,1,1,0,1,127,2
243,main,20260713,regional_hospital,high_capacity,isolated_backups,internet_facing,241,244,2007,flat,0.75,0.7459,3,0.9,isolated,0,0,51,0.2090163934,51,9,50,52,0,1,33,33,33,33,33,33,0,6,198,38.775,0.171875,1,757,55,1,1,0,1,192,2
244,main,20260713,regional_hospital,high_capacity,isolated_backups,vendor_connection,283,284,2328,flat,0.75,0.7324,3,0.9,isolated,0,0,34,0.1197183099,34,9,33,15,0,1,16,16,16,16,16,16,8,7,104,20,0.08333333333,0,790,168,1,1,0,1,192,2
245,main,20260713,regional_hospital,high_capacity,isolated_backups,vendor_connection,284,285,2355,flat,0.75,0.7544,3,0.9,isolated,0,0,10,0.0350877193,10,6,9,18,0,0,8,16,8,8,9,8,8,7,65,12.3,0.05147058824,0,979,183,1,0.8571428571,0,1,192,2
246,main,20260713,regional_hospital,high_capacity,full_defense,workstation,89,227,1002,least_privilege,0.9,0.8414,1,0.95,isolated,1,1,1,0.004405286344,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1,1,0,1,24,21
247,main,20260713,regional_hospital,high_capacity,full_defense,workstation,39,266,1200,least_privilege,0.9,0.8722,1,0.95,isolated,1,1,1,0.003759398496,1,1,0,1,0,0,8,24,8,16,8,8,0,6,72,14,0.06985294118,0,839,161,1,1,0,1,192,21
248,main,20260713,regional_hospital,high_capacity,full_defense,internet_facing,260,265,1182,least_privilege,0.9,0.8642,1,0.95,isolated,1,1,1,0.003773584906,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1,1,0,1,24,21
249,main,20260713,regional_hospital,high_capacity,full_defense,internet_facing,241,248,1097,least_privilege,0.9,0.875,1,0.95,isolated,1,1,1,0.004032258065,1,1,0,1,0,0,8,8,8,8,8,8,0,6,48,9.4,0.04166666667,0,312,47,1,1,0,1,67,21
250,main,20260713,regional_hospital,high_capacity,full_defense,vendor_connection,210,211,929,least_privilege,0.9,0.8863,1,0.95,isolated,1,1,1,0.004739336493,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,1,0,1,19,21
251,main,20260713,regional_hospital,high_capacity,full_defense,vendor_connection,210,211,923,least_privilege,0.9,0.8768,1,0.95,isolated,1,1,1,0.004739336493,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,21
