profile,portfolio,entry_point,metric,n,mean,median,std,iqr,p90,p95,ci95_lo,ci95_hi
high_capacity,seg_plus_patch,vendor_connection,catastrophic,75,0.05333333333333334,0.0,0.22621045769630363,0.0,0.0,0.29999999999999716,0.013333333333333334,0.10666666666666667
high_capacity,seg_plus_patch,workstation,weighted_service_hours_lost,75,3.9483333333333333,1.8,5.300504076827832,6.700000000000001,10.8,12.400000000000002,2.8092916666666667,5.20335
high_capacity,seg_plus_patch,workstation,catastrophic,75,0.04,0.0,0.19727878476642874,0.0,0.0,0.0,0.0,0.09333333333333334
intermediate_capacity,baseline_flat,internet_facing,weighted_service_hours_lost,75,188.50999999999996,193.675,55.56024685335195,55.47500000000005,241.09000000000003,244.0375,174.91475833333337,199.9980083333333
intermediate_capacity,baseline_flat,internet_facing,catastrophic,75,0.9466666666666667,1.0,0.2262104576963036,0.0,1.0,1.0,0.8933333333333333,0.9866666666666667
intermediate_capacity,baseline_flat,medical_device,weighted_service_hours_lost,75,177.79866666666666,197.30000000000004,70.75499348404979,65.2125,237.47000000000003,240.9725,161.65858333333333,192.92589166666667
intermediate_capacity,baseline_flat,medical_device,catastrophic,75,0.88,1.0,0.3271498540837624,0.0,1.0,1.0,0.8,0.9466666666666667
intermediate_capacity,baseline_flat,privileged_system,weighted_service_hours_lost,75,193.537,194.6,45.226940772305404,63.72500000000002,244.925,247.44,182.55555833333332,202.9945416666667
intermediate_capacity,baseline_flat,privileged_system,catastrophic,75,0.9866666666666667,1.0,0.11547005383792516,0.0,1.0,1.0,0.96,1.0
intermediate_capacity,baseline_flat,vendor_connection,weighted_service_hours_lost,75,190.42433333333332,197.6,43.45164541665154,50.41250000000002,235.07000000000002,240.0925,180.28124166666666,199.76955
intermediate_capacity,baseline_flat,vendor_connection,catastrophic,75,0.9733333333333334,1.0,0.16219218941214866,0.0,1.0,1.0,0.9333333333333333,1.0
intermediate_capacity,baseline_flat,workstation,weighted_service_hours_lost,75,157.39399999999998,182.75,86.0066044604181,75.16250000000002,233.97500000000005,238.42499999999998,137.33270833333336,176.3672416666667
intermediate_capacity,baseline_flat,workstation,catastrophic,75,0.7866666666666666,1.0,0.41241979837307774,0.0,1.0,1.0,0.6933333333333334,0.88
intermediate_capacity,basic_segmentation,internet_facing,weighted_service_hours_lost,75,142.955,174.07500000000002,94.5650586683366,208.11249999999998,232.78,239.45749999999998,120.87693333333333,164.51904166666668
intermediate_capacity,basic_segmentation,internet_facing,catastrophic,75,0.7466666666666667,1.0,0.43784895992991885,0.5,1.0,1.0,0.6533333333333333,0.84
intermediate_capacity,basic_segmentation,medical_device,weighted_service_hours_lost,75,128.11933333333332,182.8,89.74253531531087,186.175,220.125,225.30249999999998,108.62981666666668,147.64266666666663
intermediate_capacity,basic_segmentation,medical_device,catastrophic,75,0.7333333333333333,1.0,0.44519456218399417,1.0,1.0,1.0,0.64,0.8269999999999982
intermediate_capacity,basic_segmentation,privileged_system,weighted_service_hours_lost,75,148.66700000000003,190.25,89.93185935488617,178.425,231.765,233.1175,128.12113333333335,167.62690833333332
intermediate_capacity,basic_segmentation,privileged_system,catastrophic,75,0.8,1.0,0.4026936331284146,0.0,1.0,1.0,0.7066666666666667,0.88
intermediate_capacity,basic_segmentation,vendor_connection,weighted_service_hours_lost,75,148.05999999999997,198.075,90.29626022979295,172.6125,233.72,236.41,127.32295833333333,166.72304999999994
